gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
IL6ST,14.92505476,11.01385202,10.73073885,11.24934489,12.19635802,11.02743331,5.791746822,7.557215915
RAB37,0.568260278,0.425869064,0.433747419,1.132341203,0.775386233,0.814474447,0.044424743,0.045712652
BIN2,1.226598604,0.823270155,0.808009307,1.937526673,2.140635546,1.919992809,0,0
TRPV2,1.177149319,1.073740937,0.4481986,1.033914157,1.063853418,1.444341666,0.016525744,0.051014515
TESPA1,0.967586881,0.883933734,0.754293716,1.338277757,1.128664165,1.013938257,0,0
TGFB1,11.26186861,8.045201763,6.608091775,8.912314963,9.215392268,8.899098304,4.281280288,4.154684301
SLFN13,0.599967448,0.302403505,0.380082406,0.650868055,0.969428977,0.746405936,0.012081206,0
PFN1,103.5693147,107.148816,99.96240821,97.19533115,124.0215682,119.1207356,73.0572617,68.25889338
NKAIN2,4.22978473,4.204674841,3.728944007,4.480212566,4.029645562,5.220078838,2.000611209,2.334934079
EFTUD2,16.24976632,15.08262665,14.44831583,14.9332637,13.32161836,14.36160064,10.66765045,10.28945973
GBP5,1.346929551,1.592184425,1.606623831,1.81204553,13.66630989,9.628760954,0.013840793,0
TRIM56,2.595823456,2.91174637,2.96561216,2.588683936,4.458745054,4.220659033,1.366831222,1.333798464
PDLIM1,8.357983056,9.248878122,9.77493322,8.310666746,11.1820083,10.89753426,5.008577306,4.842999246
NUCB1,30.35758043,31.83384773,28.13699054,26.81573507,35.56009985,33.60457165,18.59341381,20.45802568
ITK,1.235335818,1.018536294,1.065800018,2.056430282,1.627151477,1.987062867,0,0.006739482
KLF10,21.87728446,18.57846255,19.12069195,21.36637305,21.22679779,22.47208523,14.57035584,12.96475558
CYTH4,0.780001258,0.467642618,0.585444417,0.9749486,1.028367398,0.974001718,0,0
SNX20,0.874475679,0.719785823,0.446235686,1.009869487,1.030068142,0.944509742,0,0
TXLNGY,0.332946636,0.258518946,0.349277383,0.493532542,0.489526902,0.656827367,0,0
BTBD11,1.198650031,1.492264523,1.342423813,1.318319321,2.237498906,1.271688084,0.277354706,0.57810871
CASP8,0.437116427,0.472367952,0.29541628,0.630993167,0.924124819,0.922292312,0.054462171,0.080058676
SKAP1,1.601293235,1.314722416,0.946565654,2.416313032,2.508436984,2.544099233,0,0
GAB1,5.402769809,5.771640861,6.700061918,4.716554773,6.034039281,6.467334212,2.678692607,3.678953687
LOX,10.73242325,8.386245882,7.582547479,13.50051555,10.27978076,11.26719923,3.901112342,5.435907604
SIT1,2.51367239,3.16629352,2.441685998,3.296468887,5.544589433,6.143228022,0,0.087394874
APBB1IP,0.880495414,0.980043232,0.706399723,1.295627075,2.040716944,1.478925264,0,0
CD28,0.648113466,1.093577317,0.700822966,1.443458455,0.878602717,0.961874897,0,0
ACSL5,0.667331521,0.793516809,0.577283183,0.539457449,1.833434757,0.895414077,0.026606604,0.02737795
SASH3,3.190725913,3.144002494,2.751155759,4.648072491,7.878156211,6.264649871,0,0.021389339
NFKBIZ,0.478959052,0.915308213,0.776867448,0.940296505,1.393812948,1.323685915,0.143221248,0.196497794
PSMB8-AS1,1.41992824,1.876707634,1.692081809,2.342533832,4.504524996,3.365935474,0,0
GPR171,2.834690464,1.839171767,1.498556389,2.655238328,2.675723447,3.595385518,0,0
IL2RG,1.188082223,0.848163502,1.21825576,2.034391209,3.64699332,2.440860423,0,0
IRF1,2.55171008,2.701420873,3.770431213,2.695640996,12.66399579,9.792150859,0.216769279,0.237923832
PLEKHA2,4.379889323,4.583641638,4.34947511,5.274793611,5.767870561,4.94959504,2.271930538,2.979543427
CP,0.503681637,0.468936552,2.555641195,1.539177559,1.155518605,0.985425876,0,0.023843133
RSAD2,0.37425785,0.819523373,0.607043003,0.715837301,1.395227761,0.936889577,0,0.035986656
GSTK1,7.394651972,9.327267794,8.357525797,8.354248468,10.91265927,10.67157225,4.425053274,5.170508543
TMEM71,0.644772031,0.846675358,0.972424166,1.038522663,1.364780591,0.985435191,0.016912601,0.034805822
PCED1B-AS1,1.883325235,0.970631931,0.869957541,1.900413581,1.371565116,1.464723226,0,0
SERPINE1,4.094009848,2.897704484,3.162118399,3.847798025,2.995220139,4.454388627,1.572225088,1.254253427
MT-ND2,925.9586829,967.0065738,950.8083381,906.9763332,900.9281975,1034.111606,664.7681922,750.6524807
HLA-DPB1,1.498992533,1.290373599,1.839942773,2.269117572,6.993286974,5.233171118,0.060572684,0.083104979
GPR174,0.727715587,0.609379478,0.565237263,0.769368144,0.944830138,0.841578557,0,0
GIMAP7,2.700779927,3.201910721,1.557561504,4.262548311,5.410530197,4.958018148,0,0
RDH10,3.527543768,7.580538698,5.250586374,3.914195609,5.838323347,4.766392707,1.84277108,2.016068843
HLA-DPA1,0.934403447,1.127797301,1.074210716,1.215380095,5.013490175,2.954673939,0,0.020176235
HLA-DRA,4.637745531,5.627238618,10.79402291,5.610839125,58.43982823,30.07488736,0.088051229,0.135905857
LCP2,1.006789911,1.267759998,0.970519498,1.52318749,2.271199342,2.196003078,0,0.008004762
PIK3R5,0.444396917,0.415832892,0.374657247,0.600185684,0.803250993,0.746675155,0,0
EVI2B,1.609866439,1.998864683,1.357228425,1.859119738,3.822255998,2.896150861,0,0.055971524
PSMB10,2.013706178,1.619640545,0.758817403,2.149312265,3.060732557,2.657962808,0.091234949,0
ABCB1,0.516091165,0.63063324,0.61071112,0.854636943,0.440018358,0.682536805,0.038823828,0.149810108
TIGIT,0.686863924,0.719379927,0.311141514,0.568109918,1.224734861,0.845780872,0,0
S1PR4,2.344354884,2.452898885,0.91848391,3.217404254,3.469788036,3.504200676,0,0
MYD88,2.466112009,2.452718027,1.655177543,1.914991835,3.407182716,2.809999355,0.918257996,0.421561412
OAS1,0.422851037,0.582402703,0.568461147,0.461924753,1.724854176,1.316015475,0.045565221,0
PTPN7,1.234877432,1.33137963,1.180038766,1.79088077,2.361821263,2.20464902,0,0.009818236
PLAC8,0.718992992,0.74776698,0.460133502,1.118381637,0.742620343,1.116656632,0.087754145,0.105347909
PPP1R3B,1.683560968,1.787414667,2.159175029,2.136385988,2.335363918,1.979836156,0.878073203,0.983842954
TNFRSF1A,5.39247858,7.688451865,4.243528678,3.635360163,8.381865215,5.922656821,1.575908147,2.258650148
SEZ6L,10.47056879,11.25080393,10.67220489,8.676077234,10.4348301,10.29444936,14.30693918,18.03105151
UBASH3A,0.996425677,0.720593179,0.562154382,1.550944594,1.305106815,0.925450669,0,0
CD69,1.357510664,0.44509232,0.949826525,1.636854968,3.175391241,2.718633885,0,0
PARP15,0.595443424,0.599475817,0.366339484,0.818048618,1.02987787,0.822394083,0,0
ARHGAP15,1.080601164,0.588091326,0.490959597,0.891363632,0.993011042,1.045667934,0.226280063,0.074508833
KDM5D,0.412237824,0.202976235,0.271334687,0.593355145,0.561542101,0.490557679,0,0
UNC13D,1.159607315,0.766558821,0.883261142,1.21281296,1.740075076,1.504383366,0.370742019,0.321648537
ALOX5AP,1.384563097,1.819965998,1.817987604,2.702958175,4.230600766,3.333974822,0,0.067622739
FCMR,1.396553209,1.15037246,1.353911001,3.16994597,1.175096387,1.711848484,0,0
THEMIS,1.403895784,0.780073614,0.80869215,2.227337053,2.833995985,3.179390983,0.091545488,0.121113597
DKK2,0.798498707,1.125708304,1.557020559,0.831427886,1.076554479,0.747130934,0.234857644,0.18796272
ASB2,0.527223679,0.369194491,0.32750512,0.7772591,0.506894165,0.696411957,0.033543326,0.034515773
TES,1.215266831,1.668888213,1.328385253,1.464443313,1.850400567,2.169227719,0.434495787,0.582574639
RGL1,14.19536039,13.98482826,14.73906799,12.43028502,14.41830592,12.50683124,9.050438156,9.750039039
MT-CYB,1385.660271,1498.229678,1274.765123,1328.626677,1311.98888,1481.07928,1021.165838,1040.402811
HMGA2,8.944947582,7.634017929,8.795272643,8.73186487,8.667860596,8.093140231,11.35616766,11.5912764
C1RL-AS1,0.500978279,0.620529103,0.361147753,0.332127124,0.679141693,0.529514031,0.092472574,0.038061371
XAF1,0.675188177,0.734986268,0.619198392,0.641547193,2.742056052,1.985469421,0.00851894,0.043829553
RGS1,0.769014885,0.437385562,0.697913914,0.919797506,1.6630364,1.072553099,0,0
SLFN12L,0.65808237,0.474102554,0.444751635,0.827826985,1.051423456,1.12964229,0,0
CXCL10,10.8649743,7.196740546,17.15503009,7.828109503,161.3661366,102.5843697,0,0.098616495
SPATA13,12.40639331,11.50638686,11.44885208,11.06539432,11.74649266,11.75139287,9.125888587,8.440334795
TM4SF1,1.109764315,1.145493866,1.000015633,0.462795494,0.821865042,0.895166318,0.153633552,0.126470009
ARHGAP4,2.229030793,2.39880375,1.676262764,2.550747067,3.241506425,3.155231699,0.94931218,1.018400878
IFI35,1.461405297,1.369019025,1.735185092,1.820039047,6.655548641,3.70141424,0.171371881,0.293900147
SIRPG,1.210411985,1.044126345,0.954371149,1.601666833,2.142249593,2.474546013,0,0
GZMB,4.607850846,3.403196518,3.509480803,2.313599021,24.98618209,15.16595812,0,0
CD8A,3.671594124,3.815496961,4.172070359,5.300077184,16.45048712,12.32243758,0.372170304,0.51061309
CD84,0.274892997,0.265908052,0.33688263,0.352726982,0.585203973,0.336427379,0,0
PLSCR1,2.605360667,2.434148072,2.577782234,1.865421839,4.544387942,3.313210686,0.54534955,1.095597446
ESYT1,7.606106911,9.266384316,7.111744165,8.189449781,9.832030384,9.100309668,4.873033637,5.225435464
PLEKHA4,1.32128522,1.885974892,1.508116712,1.288502231,2.905684254,2.175671201,0.35119888,0.557128139
GZMA,7.399049437,6.781221183,5.470629892,5.112173944,45.4367682,30.52211229,0.063034437,0.194585567
ARID5A,5.598127137,4.343944089,5.847627648,6.812844977,7.151857212,6.828321921,2.971759869,2.944055068
PPM1M,2.628123829,2.706201191,2.088597946,3.181299076,3.705849155,2.837711545,1.199331224,1.087957276
ANO9,0.57383415,0.396484457,0.275778974,0.71527372,0.444518498,0.693165459,0,0
HELB,1.987541196,2.05793669,2.211221386,2.077573685,2.777703598,2.425154221,1.323449039,1.239925863
AC004687.1,1.461246592,1.588324172,1.504844038,1.808024244,2.452556726,2.229624228,0,0
CTSZ,1.442536299,2.179473511,0.959910329,1.826063086,1.805120259,2.444463511,0.165906144,0.398337088
ANKRD28,7.676225242,7.798419842,8.132443559,7.886188282,7.87086702,7.716562296,10.27503812,9.919825874
VAMP5,2.27802048,3.957618369,3.582961995,3.348193044,7.424049918,5.32245367,0.688068216,0.35400793
TFEB,1.571565732,1.328432157,1.309711221,1.907367408,1.709798532,1.744052791,0.768265685,0.472269645
CYSLTR1,0.720531176,0.527942928,0.427972944,0.363306892,0.458579535,0.599547946,0,0.104086338
HS3ST3B1,1.611711934,2.113753131,2.483188935,1.7152705,1.151944615,2.383866388,0.608992293,0.659060264
CLEC2B,0.72867138,0.56883888,0.811106943,1.113737451,2.537314657,1.738262231,0.064085808,0.043962471
CMAHP,0.213420131,0.283231703,0.24520064,0.454417376,0.693159981,0.440764713,0,0
USP9Y,0.181125545,0.197640252,0.201296493,0.389286661,0.34557398,0.317391458,0,0
OAS3,0.596129003,1.491321671,1.200309638,0.735904507,3.6598115,3.094389802,0.095617382,0.056222518
TCAF2,0.502819568,0.496374718,0.667717309,0.794601595,1.897424523,1.413301362,0.123098614,0.135715008
EVI2A,1.310354259,1.159321653,0.678941887,2.23832606,1.381610903,2.43284799,0,0
RGS10,5.734914906,3.499794838,4.345808087,8.239443107,7.754023195,6.64688358,1.980449379,0.648411331
CASP10,0.334842681,0.323898266,0.177014262,0.257790594,0.551432536,0.573715393,0.007416792,0.022895433
SLAMF6,1.050019173,0.765053077,0.400734597,1.188815811,2.530557437,1.752360516,0,0
IKZF3,0.412385275,0.341862618,0.397055235,0.469710535,1.68989033,0.899404164,0,0.023176059
GPR132,0.551902235,0.600238786,0.363894578,0.7772591,0.742093057,1.226583641,0.080503981,0.069031546
CXCR3,0.877705282,1.092511709,0.916359793,2.341763497,3.473798896,2.182029867,0,0
DHX58,0.470768266,0.890283914,0.922661661,0.883442037,1.927859773,1.369990736,0.190628735,0.06035545
AC008105.3,0.638484999,0.855408864,0.591781233,0.983120948,1.030416748,0.959001833,0.106068703,0.202695479
GIMAP2,1.078423013,0.91595809,1.049515692,1.774686013,1.26701786,2.294698129,0,0
PIK3IP1,8.558455729,7.098750425,7.535343381,11.10183378,8.043591102,8.852529261,4.768882359,4.510907675
CHRNB4,2.692747061,2.593475462,2.838026682,2.361768004,2.371971311,2.514299265,5.062237889,3.927140306
CTSO,2.181835212,1.70684015,1.634938671,1.259822806,3.096138385,3.334600597,0.286151592,0.628154356
APOL3,0.919757218,0.813745177,0.683759206,1.12854702,2.329187706,2.139362184,0,0.009826555
PER3,2.282674251,2.682879868,2.226770622,1.999242075,2.649693956,2.11795289,3.590324488,4.911561713
P2RY10,1.066131503,1.398226789,0.949395504,1.520893014,2.295446187,2.166498688,0,0
TAGAP,0.608363503,0.631212223,0.358821946,0.654654033,1.024647691,0.761466226,0,0
ENPP2,1.184666671,2.640372725,2.325810372,3.114580824,1.883124251,2.574399631,0.854210769,0.672157367
NKG7,4.655932768,6.227076175,2.942291986,3.421602625,35.62983479,22.09969703,0,0
SUSD3,1.387669137,2.281192536,1.500524909,1.809296716,2.427312674,1.613630955,0.223091001,0.183646869
CORO1A,16.1913725,16.46312909,13.83083279,16.35259957,24.97578169,22.34941815,7.612427379,5.952217101
VAMP8,2.569833021,2.607097757,2.470072285,3.627209132,3.561161913,3.316636419,0.796908097,0.410005548
TNFSF12,0.87256704,1.054171364,1.008601895,1.355136142,1.495594065,1.747456123,0.059981678,0.185161785
CCR2,0.393770289,0.884359315,0.540431701,0.489716957,0.903366059,1.289038837,0,0
TRAT1,0.738013755,0.783539554,0.918948965,1.084719186,0.889310522,1.634748159,0,0
SLAMF1,0.701903327,0.281208145,0.529859146,0.642344836,0.658285605,0.769142669,0,0
FABP5P7,27.50038596,29.78962863,31.69926099,27.4055801,30.15231777,29.91326487,16.55797935,15.74941948
MYC,4.031580761,5.020324401,4.115003795,4.960368636,5.414258017,5.112206189,2.647698417,2.318687064
CYBA,4.429268353,3.415120885,3.551142795,4.901108317,5.296704278,5.581895721,2.266197864,1.692784302
C16orf54,0.874836773,0.952022833,0.614890335,0.959772165,0.988296553,1.051200978,0,0
SORCS1,5.276875112,6.036122677,4.847058244,6.028360419,3.840837406,8.658772207,1.67406914,2.054318963
FAM129A,1.357358053,1.627498858,0.934685738,1.084003493,1.995705052,1.575548468,0.269244084,0.616435548
AC125611.4,0.990674948,0.662769663,1.30603738,1.802285862,5.175722807,3.206991462,0.094687832,0.069594934
IL12RB1,0.434085336,0.628449171,0.1849106,0.607629264,1.03426223,1.066899899,0,0
HCST,4.611445879,3.720892963,4.088916559,4.579869279,10.50238402,5.356394869,0.82736555,0.75675692
CD40LG,0.933456133,1.255315017,0.908434675,1.329510887,1.771590921,1.557830288,0,0
IL9R,1.061185042,0.934876703,0.90334213,1.460154475,0.550943753,0.723470322,0,0.09263019
GPR65,0.50010019,0.637139799,0.202789548,0.62084473,0.745746461,0.613437877,0,0
FGD3,1.910140742,1.385950338,1.390831024,2.74904271,1.908469439,2.537427828,0.526214478,0.826972142
CPT1A,1.352049239,2.258324145,2.179043966,2.297324534,2.467188633,2.62146413,1.021474735,0.847936619
LY9,0.130210886,0.197490278,0.274896452,0.501237498,0.25216845,0.329064739,0,0
IQGAP1,11.473909,10.97445687,11.05558101,10.36372419,12.69510832,11.513715,8.515206548,8.098504541
NFKB1,2.963707061,3.271239028,2.589193958,2.932143805,3.070432212,3.68242,1.711208168,1.788619835
SAMSN1,0.719652372,0.752469066,0.789970562,1.145876289,2.059564271,2.008973132,0.010868426,0
NCF4,1.221364642,1.535573926,0.764613052,1.150643943,1.510481213,1.54482918,0,0
LPXN,4.468821914,4.233544741,3.841027484,6.034076318,7.704626926,6.471203021,2.307106394,1.739359921
GGT5,0.280160191,0.575055328,0.383730258,0.636289412,1.054982899,0.75743901,0.04654178,0.114938551
TGFBR2,2.920562783,2.973121537,2.079397587,3.136795652,2.965330863,3.104970363,0.81462362,1.602518042
MSN,23.40609597,27.29271988,22.36095918,22.16418563,35.55508986,33.60096176,15.07208184,14.7321251
MYL9,1.783669995,0.744713134,0.541778528,0.925767662,1.032403797,0.481629658,0.079904696,0.020555299
CHRM3-AS2,0.508943268,0.308764808,0.581782072,0.58774222,0.604518226,0.917316826,0,0
AQP3,1.456529089,0.935965564,0.849663,2.058287487,0.727453266,1.535228547,0.229231675,0.196564403
LRAT,0.179432932,0.285752397,0.242532223,0.13814285,0.55405771,0.276993844,1.408447067,1.081208193
WWTR1,2.089955727,4.237986911,2.972058032,2.576512751,3.577191825,3.875936567,1.172202271,1.578379683
NBL1,3.175844813,6.693430288,4.879182691,6.191270759,7.303335634,6.659256613,2.350644614,2.289789449
ATP2A3,2.747667107,3.221940386,1.711724617,3.874004588,4.988668083,3.654742629,0.940166907,0.614103355
RAB27A,1.785357678,1.692020128,1.679693223,1.945297172,3.044729209,2.777551648,0.794267647,0.848330583
CGAS,0.408204523,0.418939225,0.456116236,0.424265617,0.897696756,0.517747052,0.040687933,0.027911672
MAL,1.590933003,1.40069449,0.79722134,3.271209883,1.472880669,1.903888868,0.116031819,0.159194232
TENT5C,0.924085322,0.928903703,0.765374511,0.567638362,1.554792743,0.984377546,0.048993903,0.292402794
CYBC1,7.877884584,8.8865875,8.493220969,7.41888116,7.571712314,7.763154582,5.78796249,5.490842108
SOCS1,1.38507704,1.938410333,2.042348186,2.98093579,4.494988431,3.278174542,0.282391471,0.678015857
CTDSP2,47.88238308,48.44264513,44.92392905,47.47364895,47.30177625,47.41555624,36.6054946,39.75516864
TCF7L2,4.540699617,5.42674318,5.536210855,6.668550755,5.309746474,9.40444291,11.95488902,13.81655744
TUBA4A,2.508721523,2.869491622,1.678607593,2.288903237,4.522007937,3.511331901,1.119042838,0.625497905
GPR15,4.154426546,3.020370888,0.830098174,0.990819108,2.122153716,1.266073063,0,0
TRIM14,1.664353367,1.679219862,1.263151337,2.244372957,2.597255629,2.163432896,0.844931162,0.583151846
LAIR1,0.259180285,0.200798504,0.196938609,0.250772233,0.3798409,0.357723849,0.020946396,0
IL21R,0.351606933,0.307420633,0.223648396,0.394103205,0.439265007,0.631663566,0,0
