gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
TGFA,0.205048131,0.048377093,0.184770166,0.18417423,0.113246877,0.205320965,0.283864532,0.116837596
AC010980.1,0.08809712,0.32736046,0.452493764,0.178039872,0.398090626,0.13232151,0.285386143,0.406605758
SALL1,21.41588056,22.01582543,21.21338228,18.59489402,16.94437932,19.91406385,20.60958813,21.12511677
AC026790.1,0.657399145,0.279180831,0.995209357,0.759183307,0.356476268,0.131654774,1.310529927,0.269704646
SMIM10L2A,4.205091969,3.236469171,3.600260234,3.670208551,3.302119875,4.318931074,3.900517944,3.991422493
TYMS,21.69896255,25.46762136,29.03259962,20.88215136,29.47784526,28.83292845,22.19889135,26.8569048
ERBIN,7.554041272,8.578197215,7.683675327,6.75521544,8.467474503,8.689008867,7.022033839,8.252972742
AC007362.1,0.243841211,0.147933157,0.188337305,0.643645243,0.314817818,0.348808088,0.624984697,0.214367834
AC007996.1,1.362804041,1.829866558,0.996872491,1.296074727,1.448987786,1.605432192,1.378356007,1.808866328
OCLN,0.635521493,0.719114653,0.641995936,0.59872288,0.657485441,0.468902078,0.716808116,0.651822796
DEGS1,21.98510031,22.76850106,17.98782262,18.69130431,20.74271386,22.03686285,19.82990711,19.94366665
C2orf48,1.242804938,1.41543119,1.295010919,1.226466397,1.878790457,0.995566874,1.238770295,1.807732583
SDR42E2,0.064490106,0.022822768,0,0,0.019427731,0,0,0.088192394
AC011411.1,0,0.068520409,0,0.223595083,0.233310191,0,0.064329665,0
TP53,12.30519905,13.11703254,12.16666934,13.39542106,13.06118685,12.9286932,12.62191464,12.33538393
CT45A11P,0.099711334,0.05293111,0.161730923,0.115149496,0.630801627,0,0.149081447,0.051134479
CCDC17,0.136109122,0.722526375,0.515124915,0.176830538,0.199889893,0.323689287,0.2374177,0.663101704
WASIR2,0.107279557,0.284743257,0.522019546,0.247778992,0.048477165,0.107422301,0.213862569,0.055015654
AC006145.1,0.08530566,0.11320988,0,0,0.077095333,0,0.021257181,0.021873444
OR2A1-AS1,0,0.023706113,0,0,0.080718692,0,0,0
AC108159.1,0,0.122748218,0,0,0.417954452,0,0,0
AC104843.1,0,0.188162629,0,0,0.6406888,0,0,0
SPINK9,0,0,0.363461885,0,0,0,0,0
AL513128.1,0,0,0.651751482,0,0,0,0,0
KRT8P45,0,0,0.211244952,0,0,0,0,0
RNU7-170P,0,0,5.011007299,0,0,0,0,0
RNU6-482P,0,0,2.856742479,0,0,0,0,0
AL512506.1,0,0,0.680782729,0,0,0,0,0
AC009163.1,0,0,0.53345802,0,0,0,0,0
AC055839.1,0,0,0.613798083,0,0,0,0,0
MIR33B,0,0,3.184077555,0,0,0,0,0
AC084866.1,0,0,0.551753511,0,0,0,0,0
OR7E87P,0,0,0.329032772,0,0,0,0,0
TFDP3,0,0,0.181947289,0,0,0,0,0
HNRNPA1P14,0,0,0.326921332,0,0,0,0,0
AP002365.1,0,0,0.395947468,0,0,0,0,0
AC007496.1,0,0,0.413628478,0,0,0,0,0
RNU6-227P,0,0,2.967683934,0,0,0,0,0
ABHD16B,0.037918395,0.362317175,0.328017647,0.788206411,0.171344506,0.189844241,0.340157667,0.077782024
SEMA6A-AS2,0.469181133,0.249061737,0.507338498,0.270911885,0,0,0.233828991,0
FRS2,7.634980294,7.368299927,8.576696723,7.122191915,7.217635352,7.090124037,7.579068547,8.030993992
AC087463.4,0,0,0,0,0.118138571,0.065446882,0,0.201109245
AC233702.1,0.775798648,0,0,0.223978608,0,0.291311592,0.096660012,0.099462262
TAF13,11.02458366,13.59112108,12.79453335,9.606922471,11.45986327,11.68624194,10.94854145,11.14169159
AP000845.1,0.132652103,0.056334001,0.114752302,0.030638087,0.071930922,0.132828608,0.079332877,0.190476534
NAT14,17.06806342,16.78892582,19.04970449,18.3523702,20.05529223,21.30457877,17.09081285,18.89989912
FGF7P6,0.208901441,0.282275546,0.22589089,0.263176746,0.137305829,0.095081546,0.151435101,0.370085146
AL445183.1,0.121062798,0,0.130908542,0,0,0.242447763,0,0
XRRA1,0.672014446,0.865411413,0.686297324,0.740132702,0.61295923,0.635524804,0.738056531,0.784981221
RNA5SP18,2.803454205,0,0,1.079169659,0,0,0.931451023,1.916909058
WFS1,5.248996408,6.091499312,4.687007314,4.47031624,4.755123277,4.842025112,4.482749942,5.036717839
ABTB2,7.730686105,7.398881475,7.044027272,7.549087977,6.31879812,7.285621096,7.308977988,7.754076379
AC010913.1,0.21519017,0.145386557,0.190383599,0.316282596,0.56575703,0.313420361,0.175493108,0.280903455
AC091057.1,1.985842228,2.470381379,1.75691943,2.061660113,2.012253833,2.259641538,1.879425924,2.047066401
D2HGDH,2.880900137,2.853948385,2.524583257,2.819864799,3.503763082,3.077763898,2.476576351,3.877483263
LRRC3,9.989465079,9.582956933,9.499824776,9.733948513,9.15860764,9.298609094,9.957035269,9.751691005
AL445685.1,0.074194654,0.157542988,0.401143629,0.085682105,0.402322298,0.668640386,0.147907577,0.228293303
TMC4,0.406204828,0.313645349,0.099827383,0.149258116,0.050060351,0.240349505,0.294462636,0.265124424
MED13,10.36001313,9.872192701,10.55635866,9.553720352,9.822382959,9.766464123,9.690705639,10.9139218
AC008569.1,0,0,0,0,0.405515332,0.898596074,0,1.150525774
ZNF782,1.529000608,1.934997384,1.441721659,1.384335116,1.293402644,1.249324615,1.755690461,1.455308066
PHB2,61.15153679,64.20321228,65.43986523,64.21858376,62.54477645,61.21025023,62.03542085,67.75533296
BCLAF1P2,0.130018382,0.207058224,0.281184925,0.625620586,0.489602643,0.216985637,0.431987634,0.400060169
AL359921.1,0.22889201,1.944093234,1.361289837,0.26433103,1.241172432,0.343794854,1.254819141,1.291197346
NUS1,12.99755153,11.56576446,11.88431752,11.68681197,12.19459878,11.4409575,12.29252408,12.47528186
ZFHX4,3.950010443,5.452542041,5.549514095,3.629290147,5.051841602,6.225213767,4.364673682,6.376407902
MEGF9,13.08827628,13.4858349,13.44410771,13.90180597,12.55062869,12.53040718,13.80634331,13.35033718
CDCA8,12.02169761,11.76652784,14.53455961,11.55594452,12.23050008,14.05544017,11.75442902,12.51794409
AL021918.4,0.106605267,0.150908557,0.076850143,0.082073871,0.192689875,0.071164743,0.070839456,0.072893148
RN7SKP225,0.160614564,0,0.347353915,0,0.145156056,0,0,0
AL049597.2,0.647137972,0.374758867,0.445306996,0.135878802,0.584853538,0.117818008,0.17591921,0.362038495
AC241520.1,0,0.054616814,0.055627197,0,0.418429833,0,0.153829264,0.211051862
LINC01198,0.009976412,0.010591826,0,0,0,0.019979373,0,0
AL158071.3,0.11173187,0.118624266,0,0,0,0.223761078,0,0
AP002765.1,0.084889379,0.090125944,0,0,0,0.170004663,0,0
ELN-AS1,0,0,0,0.122725121,0.096043105,0.212825386,0,0
SNORA15B-2,0,0,0,0.483627884,0.378480976,0.838689669,0,0
AC123769.1,0,0,0,0.010910723,0.008538592,0.018920973,0,0
CKS1BP1,0,0,0,0.272040685,0.212895549,0.471762939,0,0
FMC1,0.25968129,0.669557701,0.320914903,0.685456844,0.402322298,0.408613569,0.369768943,0.342439955
RAB4A,18.66894406,15.74040079,16.69649465,19.80390436,15.51371796,19.34370576,17.17823624,16.60761361
ARHGAP44,2.802145262,2.761577002,2.522835115,2.996814957,2.185614473,2.452089664,2.768760997,2.180507289
DNAJB6,9.230882755,9.027020791,9.451105629,10.10224109,9.191698897,9.609717538,9.629739964,8.747712951
OR7E66P,0.118400684,0.062852229,0,0,0,0.059279113,0,0
C1orf216,19.30242725,15.08453493,11.40477092,18.69277078,14.22041364,17.17534293,18.09065768,11.60049553
FOSL1,1.34824308,1.622266989,1.19871155,1.902987303,1.056016078,1.020027976,1.045229221,1.321366962
PWWP2B,8.38128114,7.10958049,6.779887205,7.339249257,7.940819275,7.794498953,7.928928519,7.983806915
AC020900.1,0,0.531184766,0.865618252,0.577785525,0.090433508,0.901776945,0.199478892,0.410523887
RBM39,31.37538761,32.81801539,31.69907129,34.71253726,33.84782386,32.3420055,34.23847272,33.11293374
MIR217HG,0,0.733625183,0.339634939,0.217632548,0.340632879,0.188705176,0.062614208,0.902012207
AL035405.1,0.238885886,0.253622022,0,0,0.143929385,0,0,0.081671125
SNORA16B,0.837575207,0,0.452846586,0.483627884,0.756961952,0.419344835,0.417428051,0
TNXA,0.055482165,0.206166413,0.119988791,0.032036194,0.075213344,0.305557939,0.027651024,0.142263246
LINC01203,0.054545419,0,0,0.031495304,0.02464782,0,0,0
OR56B1,0.054492845,0,0,0.031464947,0.024624064,0,0,0
OR3A2,0.042285958,0,0,0.024416516,0.019108052,0,0,0
AC032011.1,0.036498597,0.038750083,0.118400818,0.168598488,0.09895726,0,0.181900539,0.074869592
AC106795.1,2.465758787,3.100922077,2.475843482,3.101772295,2.666168559,3.262659578,3.189228333,2.905346393
ZCWPW1,0.477099801,0.904518966,0.755426718,0.570645921,0.970156933,0.818973637,0.679358492,0.629148271
AGRN,34.56399137,35.52445018,36.21004739,35.9706668,40.09513052,37.55159322,38.45902224,37.05142165
AC111006.1,0,0,0.026305632,0,0,0,0.024248187,0.024951161
BMS1P15,0,0,0.05357957,0,0,0,0.049388946,0.05082077
MIR7856,0,0,1.091683733,0,0,0,1.006299766,1.035473196
AL391058.1,1.208745561,0.524990192,1.48528399,0.444148057,0.595859263,0.660193034,0.821469196,0.450818262
TBL3,4.846649643,5.456716236,4.838334964,4.179496052,4.566265091,4.646921119,4.917745654,5.04407002
GPR50-AS1,0.523484504,0.222310661,0.037737215,0.322418589,0.063080163,0.034945403,0.034785671,0.214764811
RN7SL2,1059.490758,826.7288878,859.751885,850.5079972,964.5019957,1045.992788,838.7173114,958.1302517
AL121809.2,0,0,0.17927944,0.191465585,0.299677019,0,0,0
TBC1D4,2.204186728,1.78333449,1.892963444,2.643674801,1.947205624,1.965826763,2.239417505,2.180763407
PARD6G,5.768739751,5.229353059,5.268201045,5.456270554,4.499837743,5.012481226,5.416484723,5.518601467
AC023274.2,0.108515022,0,0,0.375948739,0.392283545,0,0.108162739,0
PIK3R4,6.299341435,5.81704627,6.550102398,5.525826411,6.272815287,6.097114769,5.68140076,6.06183267
AC008507.1,0.372439568,1.423491192,1.208187531,0.860207699,1.077100011,1.193392415,1.11369144,1.451572439
SMOC1,8.877070258,6.457135028,9.333158799,7.008674637,10.13946117,6.984121513,10.06069438,7.432464966
PPP1R9B,38.18635545,35.72384398,34.2938043,37.73377727,35.10547547,36.7487743,36.60702209,34.20097137
RNU4-82P,0,0,0,0,1.094891395,0,0.805039813,0.414189279
AC093536.1,0,0,0,0.11785156,0.276687356,0.102186918,0.406879328,0
AC100803.3,0.305498556,0.141900422,0.289051012,0.198449132,0.276095545,0.325024112,0.228380089,0.411251766
PRKDC,21.62880285,20.65036337,22.62250237,19.15030904,20.66731495,21.40421227,20.91892063,22.40173756
SPINK1,0,0.202783374,0,0,0,0,0,0
LMOD3,0,0.070186949,0,0,0,0,0,0
AC137630.5,0,0.393341275,0,0,0,0,0,0
LINC01722,0,0.098951333,0,0,0,0,0,0
AC012507.1,0,0.500198988,0,0,0,0,0,0
MIR4779,0,3.615896301,0,0,0,0,0,0
AC105384.1,0,0.359424423,0,0,0,0,0,0
UGT2A1,0,0.076580606,0,0,0,0,0,0
AC104445.1,0,0.400693449,0,0,0,0,0,0
SIRPG-AS1,0,0.101220706,0,0,0,0,0,0
RF00415,2.191330483,0.465301384,0.947818435,0,0,0,0,0.449507744
AC068831.4,1.280067769,1.057024277,2.38385278,0.739129408,1.73529957,1.352980504,2.764476337,0.802328917
AC005912.2,0.023556803,0,0.050945241,0,0.04257911,0,0.093921311,0
RF00001,0,1.698789017,0,0,1.446082975,1.068142503,0.531630065,0
CDC45,3.913442134,3.754128738,3.694693505,2.408793134,2.962285223,3.819191185,3.247314493,4.217570377
AP002409.1,0,0.026154195,0,0,0,0,0.024554591,0.025266448
EFCAB14P1,0,0.129641206,0,0,0,0,0.121712283,0.125240819
TAF9P3,3.5613434,3.781031722,0.481372355,4.112741063,2.816256083,3.120321801,3.106059119,5.022452669
LMF1,1.545083622,1.59665121,1.730145676,1.332282329,1.979750181,1.801557974,1.457930718,1.669233604
TMEM79,1.990845536,2.015800292,1.475036645,1.937192226,1.566000518,1.532037454,1.653652044,2.193163966
METTL13,8.391072233,10.22617425,7.396178685,9.024898184,9.078796346,9.215834156,8.201855838,8.772976984
IGSF22,0.081750524,0.210784122,0,0.107894674,0.052773117,0.128636042,0.104766594,0.023956414
FAM92A1P1,4.510201325,5.934945299,4.808314869,3.66796429,3.214962,3.371249766,5.382007735,4.169815658
TMEM41A,2.46547432,2.209000608,2.137020026,2.101504875,2.304812913,2.083420086,2.015385779,2.220987271
RTN2,15.0682056,12.95759454,14.48116112,14.55812535,10.41465565,12.95526885,15.03669174,13.25201027
PRR7-AS1,0.398845337,0.423448879,0.323461847,0,0.180229036,0.266250689,0.298162894,0.443165483
AL160313.1,2.122152774,2.946311654,1.647507308,2.073688377,1.72119597,2.124976472,2.440688556,1.172008161
SNTB2,3.17175948,3.409964141,3.863067986,3.490936262,4.216948801,3.978573929,3.309834571,3.734624138
CDC37L1,7.974356506,7.189489636,7.647591489,8.927949546,8.850071751,7.784267688,7.877117841,7.576863378
UTP15,3.121527913,2.848783986,2.611336504,2.613243219,3.225261475,2.579358831,3.102479012,2.898866268
LINC01433,0,0.344469891,0.087710601,0,0.219920797,0,0.080850483,0
CEP70,6.971108128,6.7221312,7.206100587,5.746090122,6.95908347,7.262160716,5.966765669,7.071204289
THG1L,4.09098263,4.231497031,4.328763324,4.258028111,4.078073748,5.256787034,4.427718969,4.862221965
HIST1H2BB,0,0.157542988,0,0.171364211,0.268214865,0,0,0
RNU1-1,0,0.36599926,0,0.398108319,0.623108924,0,0,0
TMLHE-AS1,0,0.032533268,0,0.035387406,0.05538746,0,0,0
DSTN,79.14498468,69.31347393,74.05646804,81.09087068,68.63518103,67.98972503,88.00458589,65.43997004
IL5RA,0.04283055,0.063661689,0.037051084,0,0,0.051465048,0,0.035143333
ADAMTS14,0.332629744,0.535418921,0.208847448,0.396521628,0.523652746,0.139675495,0.256683789,0.33015657
AC093305.1,0,0.459953093,0.351346489,0,0.391532044,0.10845125,0.10795553,0.111085247
AL732414.1,1.085339601,0.20950743,1.173607643,0.341831227,0.713367285,0.889186691,0.786775384,1.214376942
POFUT1,6.466573289,6.192939855,5.99355775,5.903105057,6.782442704,6.008260025,5.296776109,6.668537622
AC024940.5,0.238549901,0.126632655,0.257950587,0.275484238,0,0,0,0.61167193
COX10,5.400538121,4.919990049,5.377196294,6.030864111,5.090163444,4.497513012,4.636846587,5.24657163
CFD,2.081943282,1.768297569,0.850477016,2.564573396,1.797939498,1.528789884,2.075184459,2.040441454
AC092115.1,0.241952895,0.256878225,0.174420226,0.186276075,0.255110216,0.242274833,0.361751128,0.248159054
CRYGA,0.09283469,0.295684131,0.100384711,0.214416303,0.167799448,0.185916429,0.185066624,0
GEMIN7,4.133204024,4.419512732,4.565119234,3.954889121,3.175089756,3.724833231,3.913796686,4.723704357
MRPL9,21.31032615,22.02863094,19.60210924,20.82642594,20.16163147,21.61986449,20.30815112,20.16086886
MIOX,0.220353166,0.467892149,0.544626183,0.218117253,0.36984082,0.189125454,0.439275622,0.419724102
AP005119.2,0,0,0,0,0.046239757,0.102464349,0,0.157429409
HNRNPA3P1,0,0,0,0,0.044859466,0.099405711,0,0.152730024
NPM1P39,0.065209142,0.069231694,0.070512444,0.07530538,0,0,0.129994895,0.066881775
PPP1CB,31.36980892,30.59550478,29.39964942,29.91314031,31.71256617,31.28377989,29.70261475,30.46304617
MIR2052HG,0.077820133,0.061965463,0,0,0.12307795,0.058442759,0.019391874,0.03990812
HCG4,0,0,0,0,0.204789306,0.056725003,0,0
RPS16P5,0,0,0,0,0.505890414,0.140127606,0,0
AC004846.1,0,0,0,0,0.067009747,0.018561165,0,0
AC127024.1,0,0,0,0,0.488946716,0.135434337,0,0
AC091729.3,2.569833021,1.79891744,1.740586651,2.054573005,1.863101908,2.149089912,2.251859615,1.39028569
TRIML2,0,0.03935992,0.020044029,0,0.033504873,0.018561165,0.055428971,0.019011967
PI4K2A,4.953170641,5.215729723,4.976555876,5.517444876,5.427845463,6.094965446,5.690434196,5.578553138
AC004156.1,0,0.108509573,0.018419491,0.05901455,0.015394677,0,0.050936535,0.069884301
RANP8,0,0,0.342969364,0,0,0.317596368,0.079036167,0.40663744
AL512422.1,0.102606763,0,0,0,0.370925095,0,0,0
AC018659.2,0.079071785,0,0,0,0.285845772,0,0,0
AC000123.1,0.109566524,0,0,0,0.396084743,0,0,0
AC105105.1,0.022145055,0,0,0,0.080054731,0,0,0
C11orf94,0.734238006,0.233859267,0,0.084791902,0.132714109,0.294085988,0.073185438,0.753071416
UBE2O,19.18321584,18.52096501,17.67340155,21.20505017,17.25796058,18.5439573,20.24416401,18.59115967
ABCA9,0.043303894,0.4137766,0.173924009,0.292907357,0.961629092,0.681395207,0.135656123,0.444146507
AC008537.3,1.172204536,1.946547897,1.657548507,1.596666221,1.14087567,1.444632923,1.887413915,1.479719273
AC006213.6,0.257044796,0.229811452,0.277949627,0.109363089,0.366797787,0.27093349,0.148332294,0.48564907
AC073073.2,1.206166779,1.210722144,1.09083681,1.038355446,1.109897665,1.141893227,0.983659973,1.057162705
AC134349.2,0.062127831,0.131920612,0.134361075,0,0.280741383,0.311052487,0.247704558,0.25488571
PINLYP,0.934353855,1.244192441,1.061715944,1.152172312,0.844426044,1.094172867,0.947105662,0.958320291
AKR1C2,2.800127607,2.266804887,2.819690162,2.869879752,2.997210826,3.408434296,3.462630613,2.647580437
AC091132.3,0,0,0.054053306,0.028863733,0.180707097,0.125136058,0.074738444,0.153810342
AL050331.2,0,0,0,0,0.485462535,0,0,0.550940608
POLR2I,24.41442625,19.96065939,24.61751119,23.25529826,22.3867471,24.89302316,21.80395458,22.80162569
TRPC5OS,0,0.05964612,0,0.064878865,0.152320101,0.056255269,0.037332088,0.1536575
IGLCOR22-2,0.361254482,0.19176958,0.195317217,0.625780489,0,0,0.180040853,0
AL591441.2,0.528376883,0,0.685618195,0,0,0,0.105332312,0.758701856
PRIM2,3.040629514,2.765188322,2.908037748,2.727984584,2.321003972,3.153846945,2.728890044,3.28014479
FNDC7,0.016967685,0.018014369,0,0,0.168680747,0.016990262,0.15221341,0
COMMD3,3.374794284,2.696279141,3.428090975,4.448443397,3.46589076,3.157412494,4.349205137,3.076763287
AC103858.1,0,0.252201171,0,0.685816853,0.322026881,0.237863667,0.236776415,0
COX19,4.080572102,4.278136421,3.364481804,3.227967419,3.153097559,4.239226698,3.396216315,3.630695624
HYAL1,0.541535694,0.498282517,0.390384988,0.187614265,0.179452187,0.379579376,0.539777652,0.351769949
EEF1A1,1548.314026,1461.654102,1441.620127,1574.561239,1459.581532,1580.164729,1481.496576,1620.395084
HDAC5,31.8749701,26.98631979,28.22385069,31.02506524,26.50658577,29.19009962,31.75669652,28.27013091
PDE4DIPP1,0,0,0.037254289,0,0.062272921,0,0.103021548,0
AL021920.3,0,0.073289229,0,0,0.124773948,0.069122775,0.068806822,0.141603172
AL445649.1,0,0,0,0,0,0.081926994,0.081552514,0.083916786
AC024559.1,0,0,0,0,0,0.100020411,0.099563228,0.102449645
LINC01721,0,0,0,0,0,0.023826411,0.023717503,0.024405092
AC011447.2,0,0,0,0,0,0.200040822,0.199126455,0.20489929
GABARAPL3,0,0,0,0,0,0.15991964,0.159188663,0.163803669
MIR4659A,0,0,7.547443092,0,3.154008135,0,1.391426836,0
AL138955.1,0.271809262,0,0.05878297,0.313893098,0.835205616,0,0.216741488,0.055756249
RIT2,0.221169003,0.02935153,0.209261625,0,0.049970593,0.304512019,0.137781875,0.283552562
PRSS3,0.033976158,0,0,0,0,0,0.033865857,0.034847656
AC097103.1,0.207092771,0,0,0,0,0,0.206420465,0.212404758
RNU6-794P,0.883380101,0,0,0,0,0,0.880512295,0.906039047
AC114684.1,0.160614564,0,0,0,0,0,0.160093145,0.164734372
AC244035.1,0.089740201,0,0,0,0,0,0.089448868,0.092042062
Z97353.1,0.097813714,0,0,0,0,0,0.097496171,0.100322663
KRT18P6,0.044692748,0,0,0,0,0,0.044547658,0.04583913
STARD13,0.444849493,0.894490322,0.823578286,0.716101374,0.871074779,0.897631915,0.557615798,0.836476678
LINC00954,0.129346837,0.012484168,0.101720947,0.149373421,0,0.117744494,0.093765036,0.01206042
AP000446.1,0,0.042196048,0.085953306,0,0.035919108,0,0.118845948,0
PLEKHF2,4.000976881,3.807699025,3.68325809,4.766131986,4.348851383,5.666569187,4.095771568,4.085118354
ELOA-AS1,1.846769387,2.762791739,2.632359885,3.00517104,2.389740685,2.68978424,2.175460221,2.410723047
PLEKHM3,4.345221904,3.53323662,3.6771717,4.050191877,3.633689777,3.084992503,3.804815017,3.284129538
AC078795.2,1.219233878,1.486214246,2.002001478,1.564451223,1.591615287,1.356506853,1.530347247,1.991549087
NDUFS7,7.475133568,7.155375412,6.792698783,8.008461738,6.96594915,7.500110124,7.765059442,7.405152268
RN7SKP80,1.997750052,0.848394044,2.376244451,2.07635293,1.083284773,0.200040822,0.597379366,3.483287925
AL512306.3,0.248329399,0,0,0.286777882,0.374047817,0.082886607,0.165015481,0.424498529
AC244517.3,0.412005618,0.243011654,0.544515935,0.105732412,0.620586216,0.22919657,0.501927656,0.469526308
MIR1273C,3.671190031,0,0.793951806,0,0,1.47042994,0.731854375,0
AC004771.2,0.515137371,0.546914611,1.253322554,0.594895347,1.629451128,0.902689906,1.668761343,0.792526182
AC100774.1,0.105807224,0.112334146,0.038137423,0,0.12749827,0.070632006,0.105463731,0.144694944
IFI44L,5.598421391,6.11376029,6.573130102,5.451440287,15.58794599,11.57109177,5.244551357,8.760265034
AL355816.1,0,0,0,1.106606176,1.732031586,0.959517842,0,0.491411008
LINC01517,0,0.01663633,0.05083228,0.018095833,0.014161566,0,0.015618843,0
SDCBP,35.80555126,35.11233584,37.06698103,35.88340754,40.86097412,37.654147,37.87124292,38.59293989
AC007952.4,0,0,0.191944393,0.307487116,0.240635472,0,0.530795481,0
CMTR1,13.53913165,14.0215052,13.20287357,12.3919329,15.36529424,14.3514687,13.01435237,13.71049758
AC010422.1,0.104118465,0.110541213,1.125861677,0.36071693,0.470487401,0.312771009,1.34914591,0
LINC01398,0.040440863,0,0.174919282,0,0.109645776,0,0,0.041478182
AC005336.3,0,0,0,0.073112838,0,0.021131599,0.084140033,0
AC016027.1,0.328846642,0.241706894,0.547062989,0.467398761,0.091445068,0.253295538,0.327779074,0.155668454
AC009061.2,0.816409047,0.671747378,0.573823652,0.824960922,0.405808123,0.490497207,0.976510386,0.5024101
PCLAF,2.498257597,2.604142563,2.128403207,1.975828434,3.284087742,2.274165212,2.641065266,2.717631849
TUBB4A,61.3156524,55.69440091,62.1220329,68.7181363,49.25221209,52.20153558,69.58739984,52.96747138
CXorf56,5.30301977,7.910123535,5.900169757,6.149384783,6.159117747,6.319429135,5.547910026,6.293108418
RLIMP2,0.072343348,0.23041796,0.078226857,0.125316246,0.326902955,0.144879213,0.108162739,0.111298463
AC008667.1,0.895822074,0,0,0.114946768,0.269867597,0.498341133,0.297637959,0
ASPH,5.268112827,5.266723322,5.278767613,5.03506638,5.798422199,5.752368573,4.967096045,5.524727544
FAM220A,16.83106504,15.38816762,17.07675965,16.62912579,15.33914654,15.38794187,17.15289421,16.29432727
PCYOX1L,5.030419557,4.994572201,4.744480168,5.120765833,4.824088963,5.438216379,4.939806001,4.748606031
NXF4,0.09378434,0,0.016901932,0.018050806,0,0,0.01557998,0
PRKAR2A,11.61530488,12.06982267,11.26254813,11.6841556,10.82037463,12.07383656,11.3740348,12.56781435
AC008050.1,0.089456213,0,0,0,0.161692822,0,0.267497406,0
AL161752.1,0,0.671909089,0,1.218092619,0,0,0.210271593,0
AC023421.2,0,0,0,0,0.139794615,0.077443985,0.231269987,0
NMU,3.189228673,1.600636762,3.072389911,2.27677127,1.310126456,4.354734821,2.716493316,3.508926606
GNG2,69.29001416,63.39251765,67.79494603,71.88117497,63.59032191,67.84689139,69.93964786,68.29480592
AL137058.2,0.229589143,0.365627687,0.062065268,0.198852074,0.829968435,0,0.171632853,0.176608626
AC087521.4,2.347529127,1.453865571,3.384597317,1.581412978,1.591191647,0.587663177,0.194992342,2.407743903
AC023157.2,0.801933709,0,0.433576518,0,0.362375403,0,0,0
PPIAP48,0.120933319,0,0.065384266,0,0.054646986,0,0,0
B4GAT1,37.05421397,33.37234949,37.11724692,33.65321831,35.55931064,35.43686478,33.83342996,35.01018834
PCNX3,9.680392076,10.13448828,8.381808571,10.18002723,9.383213765,9.728779122,8.673465818,9.848685353
AC006994.2,0.076040789,0.013455252,0.068520835,0.029271358,0.091629557,0.063451639,0.037896965,0.038995628
RAB5IF,8.869159027,10.0362715,9.590466261,9.357216068,9.829754469,11.69509158,10.29557049,10.66891686
AC091133.1,5.852621788,7.332109393,4.050304864,4.325615859,7.193489362,5.743200996,7.467035942,5.642578577
PPP2R3C,8.912923329,8.312910962,7.453857142,6.709820464,6.666281548,7.972219688,7.293914947,7.325242431
PHC2,36.41053066,36.75029833,37.55304268,33.18951037,33.46076136,36.97104214,37.085231,36.48195816
RNY1,0,0,1.623034222,1.155571051,0,1.001974384,1.994788916,0.513154858
AC006460.2,0.311235698,0.238220489,0.195667293,0.275836925,0.189700809,0.318897493,0.18757809,0.408303347
LRRC52,0,0.043845054,0,0,0.037322814,0.082704971,0,0
AC007537.1,3.457879295,2.202711141,2.991280198,2.395954656,4.218847579,3.116232257,2.067992179,3.014588633
AC104809.2,0.042572535,0,0,0,0,0.021314591,0,0.065496799
FUT10,1.038751628,1.723839539,1.526721453,1.479093841,1.740836955,1.757119187,1.568147476,1.79979501
CAPN9,0.109017213,0.092593719,0.023576664,0.151075429,0.118229692,0.021832454,0.04346532,0.067088121
AL049830.3,0.171917587,0.234671984,0.079671098,0.056724383,0.088783548,0.12296167,0.097919699,0.075568852
NLRP2,1.84484132,2.614694537,0.997438899,2.523475765,1.958652541,2.959260634,2.793984206,2.039126054
FXYD2,0.313248636,0.429125137,0.349650983,0.57179597,0.356157701,0.404729599,0.493527535,0.424923406
DAPK3,10.46615004,13.98696748,11.9546905,11.29555236,11.3160373,12.10711989,12.13117193,10.53854377
CENPVL1,0.034898967,0,0.150948862,0,0.094620244,0.069890806,0.139142684,0.07158827
AC009090.5,0.519589871,0.525373117,0.829392981,0.457171217,1.006245921,0.322078855,0.764523586,0.710556662
TRBV23-1,0,0,0,0.188154941,0.294495284,0.163145685,0,0
AC010240.3,0,0,0,0.165290543,0.258708515,0.143320387,0,0
C11orf16,0,0,0,0.025044022,0.03919826,0.02171521,0,0
ALKAL1,0.23227743,0.049321182,0.050233598,0,0.083968664,0.139551896,0,0.095294164
UBE2Q2,13.47361051,11.88946505,12.83947036,11.50876168,12.72067487,13.10942497,12.66913641,11.68160001
CILP,0.724697424,0.284573261,0.161020954,0.171966017,0.107662718,0.208751994,0.257273478,0.173094027
RFPL3,0,0,0.24437424,0.173990045,0.102121782,0,0,0.077263823
FAM151B,0.65465029,0.559888221,0.432600308,0.756008851,0.460166642,0.364178531,0.634399338,0.615488732
SETD7,6.605926045,6.077439274,5.49575996,6.047607522,4.688720027,5.788893321,6.06209557,4.983605404
AL360270.1,0.047932451,0.050889257,0.025915341,0.055353764,0.021659573,0.143988688,0,0.196647729
MIRLET7E,1.431299404,0,0.77385176,0,0,0,0,2.202018949
DNAJC5B,0.057749057,0.040874279,0,0.06669026,0,0.077101195,0,0.039486891
