gene_name,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
AC011447.7,0.735563017,1.614625953,1.128859963,1.784842729,2.484332523,1.770493238,2.941686359,3.209315668
OSBPL10,1.040051465,0.714555574,0.459957194,0.893557756,0.984265724,0.856991315,0.602300995,0.401877039
CACNG3,1.533891855,0.815063772,0.140300735,0.095730109,0.406086922,0.873636357,0.109493757,0.187780113
RAB3A,108.4627724,117.2623013,121.5724498,112.4896394,97.77447307,95.03619128,98.6328756,79.00580749
AHR,2.619572833,2.093018407,2.021985407,2.450956151,2.707862575,2.05386308,2.078100543,1.112227118
TRBV18,1.366291118,0.823290583,0.144609035,0,1.757938902,0.274054152,0,0
MXD1,9.529832143,10.62090594,9.248329544,8.47139868,7.414197046,7.424446727,6.894365518,6.865981301
NCBP3,6.138562744,6.176860945,5.441575692,5.559594708,5.580701541,6.204259771,6.911046359,6.764697566
DBF4B,2.479514376,2.092147571,1.732232492,1.762269939,2.254947376,1.723480771,2.681212922,2.767057956
AL031667.3,1.696286927,0.922229103,0.472463106,0.631847951,0.765799338,1.074459637,0.172069578,0.177058012
TFPI2,0.675911654,0.262765376,0.784619939,0.617241473,1.519570602,1.268292369,0.252137749,0.367550516
DUSP10,3.230898708,3.109437521,2.633730508,2.597025797,2.775661251,2.495642064,1.605106833,2.308316364
GALNT3,0.449249115,0.150391963,0.726439753,0.580378598,0.682392416,0.688351978,0.300644403,0.111369716
ZNF346,6.052383915,6.875061174,5.943597978,6.157059905,6.877445135,5.894796028,7.816754475,7.486519823
ZNF253,7.047590334,8.107443382,8.329735651,7.956972619,8.161697581,7.957698165,8.423389544,11.57810956
RRN3P1,6.734959491,6.458793103,5.396314765,5.458711968,5.168289057,5.470648843,7.756151706,6.888173496
PDK3,3.342570094,3.48738641,2.087674284,2.794336943,2.87474436,3.66029183,2.196745681,2.073037835
NEUROD4,1.923107458,2.546842324,1.221256773,1.675124342,2.0302497,1.913872734,2.423469205,3.461880537
USP40,3.589173134,3.364142599,3.189934289,3.319025939,3.164490529,3.850472556,4.326486418,3.999282704
AC240274.1,6.973283862,6.292292317,6.093415219,7.128758605,6.061907456,6.383764059,6.906956622,9.634482466
C14orf132,24.57173092,28.20241835,29.05572146,29.97588843,23.90254263,26.34804201,30.18045075,34.54578307
DNAJB9,12.86211144,13.55604182,13.59151622,16.04675533,14.36548591,15.71102124,11.93797142,11.75263903
GPER1,0,0.047956499,0.019654705,0.03755028,0.019911026,0.055872584,0.035790909,0.441942196
ZNF672,11.00454182,10.73776909,12.59030194,11.86883439,11.46396082,11.97721401,8.872438244,10.50918105
CSF2,0.222912045,0,0.235931386,0.676119744,0.398347019,0.5216431,0,0
SOX4,225.395262,211.8304724,212.2034295,222.3272174,198.3637189,211.8508841,196.4162327,183.5710664
BMP3,0.550710155,0.324820113,0.17270364,0.402126561,0.360846545,0.49094598,0.137589644,0.202254967
BRSK2,19.043442,20.3015985,19.73428364,19.75046254,18.5383651,18.43622585,22.84153233,21.1768744
AC139795.1,3.933447972,3.747158832,2.636683121,3.446627355,3.795729063,4.234198094,5.205683451,5.018562469
SCRG1,0.726089031,0.569058312,0.389983446,0.427315363,0.476407089,0.38040504,0.156651557,0.333132222
ELMSAN1,6.240639048,5.435525134,5.062860549,5.042372643,4.501144064,5.014882049,4.304610685,4.197183552
AL591848.4,0.858968967,0.536439668,0.713049158,0.732225047,0.595937237,0.692555049,0.973838483,1.352795627
C6orf223,0.418014622,0.436942433,0.189612459,0.241502846,0.336149154,0.404259609,0.143867212,0.118430429
ABCA4,0.006855482,0.011802659,0.072558812,0.034655871,0.095556585,0.0412527,0.026425691,0.441866639
CCNJ,6.442648927,7.329883431,8.340887373,6.841610268,7.633415987,9.048808256,9.754412,9.533942216
BBS2,8.690575141,10.16185963,8.916048099,8.736887583,10.16042437,9.658526931,10.69330801,11.51105384
EMP1,1.141492824,0.944084685,2.068879656,1.154096205,3.999733403,2.125021069,0.869952438,0.325517473
FAM86HP,0.584323119,0.348228322,0.285438894,0.545330503,0.86748407,0.856498218,1.516024243,1.337121422
AC060780.1,2.664348525,2.531809926,2.56360159,2.609804431,2.404111473,3.088541643,3.021042894,3.657609937
SOX5,27.88097214,25.8125554,22.38090982,24.14728168,19.83943589,28.42260345,22.20121762,16.34947243
MOB3B,5.718179917,6.612811228,5.886222312,6.590532407,6.723841375,5.809313833,5.152618301,5.285632616
CBLN4,0.116026309,0.116523932,0.102335759,0.254165972,0.145138474,0.40727492,0.018635181,0.038350859
AL136304.1,0.804205931,0.988965394,0.972772761,1.045395361,0.862276514,1.152211955,1.77140391,3.303749452
ELK3,1.24553544,0.812258044,1.624549348,0.915845505,2.077403702,1.387959281,0.521336023,0.92319297
CFAP77,0.02723673,0,0,0,0,0,0.052494445,0.324097805
CASKIN2,5.242165488,4.581713794,4.612985996,5.909245537,5.168455091,4.935139682,6.11625645,6.413069784
AC016595.1,0,0,0.807998263,1.852415104,0.81853552,1.990649218,0,0
CHRNA5,2.840739093,3.445737774,2.16957458,3.018973047,3.097783033,2.201510361,3.950761211,3.969266285
ECI1,7.01582462,6.553011912,6.526097535,7.714864038,8.879566462,6.637296659,8.416325313,10.29197601
LINC02361,2.009663243,1.526432098,2.085332444,1.912331495,1.774523231,1.383197842,0.721497945,1.211308267
NDFIP1,70.65031493,64.23486194,72.36222664,79.00721597,67.82072252,68.31509438,66.20329893,51.0943454
SATB1-AS1,0.1342314,0.033546468,0.091658892,0.061289953,0.171780331,0.047769232,0.020863675,0.030055942
DSG2,4.477903258,4.968776227,4.169505996,4.603755287,6.047139423,5.201538949,5.77183633,6.89467904
COX6B2,1.594137621,1.227120703,1.719691401,1.611738716,0.903929265,0.9377465,0.989681971,0.44078859
M6PR,12.94333842,11.74161404,11.454322,12.97667378,13.76175575,12.28229879,9.57863097,11.28410822
C11orf87,8.199139934,6.826987449,5.669637574,5.757551075,3.921402798,5.153093688,2.959383267,4.927472722
CPNE7,1.84180346,1.469853061,1.96968133,2.347071117,3.311899984,1.231445428,3.993504582,3.005861824
SPR,2.923862992,2.346854972,2.718259021,2.636562444,2.711343603,2.615365434,1.713429331,1.684742876
RASL10A,0.287165115,0.449449451,0.746027682,0.633459808,0.503837846,0.654548979,0.226417447,0.181207809
ACTR2,64.27521222,70.07068932,69.90867143,69.89479233,67.96447106,67.64642484,58.72512642,64.00258159
GTSE1,7.15457281,6.799591697,5.952901489,6.843317176,7.99637036,6.511790238,8.541924083,8.475160155
MAP1LC3C,0.494731471,0.340699415,0.575989286,0.750290805,1.113956208,1.19081398,0.286054756,0.098115904
SEMA6A-AS1,0.289389055,0.302492667,0.218779311,0.43887636,0.332448679,0.248770259,0.617510213,0.696903841
TBC1D10A,1.667933763,1.514364661,1.370122895,1.384316878,1.770578167,1.681114358,1.247486129,1.06148125
DEXI,3.674513635,3.501993928,4.065062955,3.989293065,3.574002354,3.071013761,3.068883067,2.698055234
C4A,0.658692539,0.553014705,5.387958491,3.370935241,4.586303122,3.800552948,0.587742875,0.70154713
AP003774.4,0.43509866,0.299632967,0.460510915,0.263941587,0.279909914,0.174546394,0,0
CRIP1,0.447109834,0.36462378,0.29887807,0.428254518,0.328007111,0.377610228,0.181417423,0.070003822
RIPK1,2.943903651,1.808420576,2.750135048,1.95632431,3.052744762,2.564359223,1.265307198,2.000952222
KCNJ12,0.603824296,0.591477718,0.727241591,0.684171177,0.747888196,0.720435038,0.411334211,0.443905903
PRRT2,31.72255081,32.85732829,31.02050578,27.99481853,27.15044172,25.38011487,24.37201755,24.42999771
CYSTM1,4.069484553,3.800321635,4.933662612,4.687940994,4.760003268,5.417048454,3.660197882,3.008156633
AC120057.3,2.136320948,1.464954744,1.609592577,2.342951446,2.057641179,2.505686444,1.081694361,1.2207684
IER2,22.00511471,21.76084426,23.27019216,22.88318568,24.26760643,21.78284456,19.79318263,19.76297671
ADTRP,0.154999966,0.121297201,0.089483374,0.142464856,0.105758734,0.042395847,0.013578985,0
NWD2,0.14048591,0.072559767,0.156125646,0.241462958,0.16569322,0.154984618,0.23014952,0.45274744
LNPEP,3.041461045,2.87204853,2.736640259,2.412785032,2.850365233,3.031111446,2.185303932,2.461368489
REG4,0,0.014411205,0.230347744,0.27081782,0.03590027,0.033580068,0,0
CCDC57,4.717049274,3.86156005,3.205218374,3.734229472,4.137166527,4.252979114,5.395721386,4.728914292
DPYD,0.672435185,0.557667753,0.703029873,0.522331184,0.782538782,0.699066754,0.347710366,0.479764891
VWA7,1.157328947,1.217639855,1.241936418,1.056346757,0.896204146,1.096216608,1.827825413,1.498276774
TSHZ2,0.701857264,0.620176653,0.860918585,0.563925749,0.543222357,0.797133585,0.618129289,1.719176864
TNKS1BP1,16.96486738,17.24417276,17.71330208,19.74071885,19.32126245,18.03973243,20.46325846,21.38094997
SSTR1,1.906127213,1.875234963,3.962859933,4.404966922,2.029167659,1.638582217,1.430140575,1.431098695
B4GALT1,2.959061506,2.77317923,3.144516235,2.834908206,4.183399594,3.218975986,2.21915688,2.472797039
ATP10B,0.067215241,0.022253907,0.054723843,0.031364942,0.033262504,0.041483705,0.004982563,0.005127011
ADAMTS14,0.055491801,0.057322078,0.223184793,0.08976719,0.071398543,0.111306868,0.256683789,0.33015657
HADH,3.798167216,3.694365901,3.533504898,3.429187796,3.973859238,3.212369981,4.298963222,4.34203058
4-Mar,29.73174826,23.56744341,25.98462091,25.83220702,19.41480847,22.32749434,21.51720983,16.29933073
TRAV12-1,1.891911348,0.148053937,0.728149023,0.347781855,0.922056189,0.344985815,0,0
VCAM1,8.83587626,7.423011733,7.469275396,7.662814626,16.55341608,17.57779434,2.67370637,6.288501131
MMAB,3.421245091,3.457259499,3.089713422,3.665808745,3.987270005,3.934703076,3.915130026,5.402239811
CDC42EP1,1.363636063,0.880382913,1.491389565,1.516561374,2.461205559,1.937444626,0.788457181,0.923997846
TMEM238,0.584772598,0.906090094,0.928390004,1.005089562,1.065896954,0.762418651,0.056352787,0.463891992
BOLA2B,2.227705137,0.147511615,0.272055679,8.532757754,0.643075085,6.659616278,0.123852279,0.339847613
CD276,13.63273542,13.08869466,13.4908592,13.9859513,14.13065251,13.18565415,14.89657755,16.14456296
ZIC2,25.82892867,32.84918768,27.82365209,37.31352576,28.05390775,38.07663677,35.37797315,48.08850143
GATD1,11.56809678,9.409889054,9.615267315,9.9146232,10.78755538,10.70770854,13.1012559,11.77620551
DERL1,8.349175216,8.772420527,8.600816873,8.666796524,8.199411677,9.226580088,7.464893954,7.583038846
ZNF682,5.638206012,5.289173252,5.531470234,4.85550513,5.452158332,5.288671428,6.3748523,6.477960334
DDX51,5.843132327,5.876101419,4.677199183,4.858018029,5.585357173,5.639014009,7.861944186,5.939858184
AC017100.1,0.400186552,0.602854354,0.264724837,0.404605067,0.375448029,0.150507071,0.723089652,1.488105192
NINL,16.05983335,13.86650304,13.6909711,15.10547189,16.30111853,13.27575239,18.19647246,16.98672407
YPEL5,28.49505763,30.10588735,32.58365775,33.19939213,28.99477245,29.67523406,27.42688984,25.25573911
RNF207,0.914678476,0.672706726,0.86471152,0.592575917,0.771250643,0.748124136,1.223758318,1.030284037
ABLIM1,3.751305443,3.143952412,4.92601264,4.835134331,3.891023844,5.427194912,2.559704235,3.656285871
AC112777.1,2.506755341,1.450366746,1.60929633,2.243596227,1.542160034,1.277635449,3.009706116,3.137709362
ENKUR,0.674296176,0.950945061,0.531463038,0.493174466,0.630690052,0.920864982,1.147517495,1.266142888
SLC46A1,1.350393472,1.425760545,1.476643113,1.712286527,1.279914689,1.54887099,1.783043014,2.07147483
AL390879.1,0.379610421,0.490163816,0.292204978,0.436138355,0.462524497,0.346105568,0.715010279,0.787069623
GAA,14.06357684,13.14107907,13.43248532,14.41379066,13.87519309,13.7974253,16.17574177,15.36259845
ACTR10,17.77917185,16.63819805,16.31980448,18.28287233,16.92072411,17.06138066,15.30552295,14.62942374
EIF4EBP2,20.1290058,20.63615229,20.61383161,20.25348873,19.44843553,20.11490255,21.75837244,23.57973798
AL157871.4,1.974556826,1.176740381,1.286081391,1.382094126,3.257133549,3.503622171,0.29274175,0.753071416
P4HB,47.51621963,50.2908764,48.51740835,59.71381009,62.55793927,66.85360599,40.68919875,48.46241062
TMEM35A,47.92360424,47.93008663,54.79101905,54.10977049,39.1660491,49.86527751,41.88649386,38.11636846
SLC26A2,2.711181348,2.439122376,2.704118379,2.658676303,2.804953639,2.657745703,1.872751226,2.412173674
BET1L,8.360373499,7.32690915,6.5924971,8.40682613,8.169780169,8.217940272,5.842158102,6.791076537
SENP6,8.571268243,8.326509826,8.079557889,7.692091236,8.042100726,8.272526503,9.21274753,9.393467377
AL356961.1,0,0,0,0.030745146,0.032605211,0.030497966,0.234436971,0.180925114
PLXNB2,41.98243404,41.93127414,42.72871178,48.67029029,46.39631223,44.48876598,50.34244417,50.74717585
UHRF1BP1,4.892778402,4.867190989,4.653818821,4.588768868,4.625915323,4.98989878,5.147282209,6.145117475
QKI,24.72691135,28.12547427,24.73497244,27.48834304,27.04669839,27.30449106,27.84544087,34.39860083
MIR29B2CHG,0.356025935,0.392286596,0.373051691,0.359956867,0.259579167,0.485605603,0.260749577,0.218883588
C2CD4C,6.428947711,7.786435235,7.635209154,9.71210563,7.41416865,8.903037565,6.195384687,6.097014436
NECAB2,4.432205012,4.834078542,5.427888649,5.841907117,4.802010087,8.261862667,6.932287275,9.595384953
SURF4,34.31254191,30.89541091,30.69488329,35.10315871,35.62572524,34.49758036,28.32357135,29.76730027
MAP3K14,2.466883023,2.271491417,2.011725689,2.238575116,2.840137112,2.605883514,1.792688932,1.844660411
FLJ46906,1.869355028,2.104307594,2.181462851,2.71383874,1.901551943,1.874799961,3.602883095,3.184504453
PTEN,13.8757888,15.45227472,15.9314429,15.39717752,14.03856622,15.04550431,13.77555821,12.23719917
MARVELD3,0.036287471,0.007809237,0.048008584,0.064204221,0,0.100081209,0,0
AC008969.1,4.631862166,3.465880825,3.993756932,3.471881683,3.824639122,3.730966425,5.322955856,4.42801193
AC090515.2,0.041889155,0.396648799,0.088671443,0.381164927,0,0.294078166,0,0
ZNF395,6.110014433,6.859993548,5.552151941,5.506894681,7.251586082,6.016946269,4.997085071,5.012409176
TLE6,1.377065812,1.474863697,1.55918,1.55416207,2.008729199,2.264323653,1.249883827,0.936802695
XIST,18.77179296,18.55608561,22.3817054,14.42267763,11.64949964,27.85203321,8.49842139,12.47223858
RPS7P1,78.96929107,87.59731389,80.72496561,90.85726658,102.0345802,76.99375722,101.4350164,109.5300537
EPHA4,9.64557397,14.68701325,11.0528472,10.74606339,9.520346106,10.04633036,11.27204937,18.93734353
EPHB2,7.867985425,8.462117631,8.995107157,9.612906108,8.922050246,10.37438167,9.927923863,12.02260825
POLR2KP1,0.348078928,0,0,0.351922115,0,0,1.341733021,3.106419589
AC110079.1,4.694578753,3.460618479,3.751070724,3.489615767,3.573124117,4.867405017,5.122980625,5.48131085
PAX5,0.093984667,0.032361516,0.145895068,0.050678595,0,0.037703368,0.006038014,0
MME,0.711209917,0.465708122,0.727013655,0.583854154,1.974848826,2.255676481,0.433482976,0.078360134
PPP1CA,20.40556541,18.32679459,20.95812182,20.50001493,24.26119957,18.58291351,17.33612108,16.40562329
SLU7,13.1982324,13.64939601,13.71332998,12.49468932,12.41165284,13.09819224,12.03124238,10.42889809
RAB11FIP5,9.950579353,10.22029458,9.733757482,10.73058297,10.24268821,8.600206023,8.535155734,8.355379637
TNS3,2.984090059,2.193261508,1.883484567,2.550950576,2.482056143,3.062381497,2.030171605,1.700714474
CD40,0.208268832,0.159361578,0.391880756,0.116982421,0.620298979,0.301709003,0.111501359,0
LRRC37A4P,2.989738588,3.329716789,2.779985474,2.40795236,2.191414881,3.15938049,3.296198539,4.346475011
PI4KAP1,3.69432398,4.142556538,2.726775851,2.641609894,3.192322548,2.620372305,4.74290912,4.133285361
FLRT2,4.054986356,2.903552407,3.763323856,3.34248867,2.770369458,3.83320867,3.087381544,2.126786404
ZNF577,3.01340873,3.237472372,2.348789624,2.43262062,2.596490583,3.19398984,3.684316692,3.621260723
GHR,0.95545296,0.555930214,0.543082403,0.670834895,0.901132069,0.975981049,0.409218422,0.500034863
RRN3P3,0.920764935,0.822521871,0.974542884,0.825542788,0.782350705,0.940870404,0.535736536,0.516813717
SNTB1,0.928075324,0.615669836,0.594775192,0.688676941,0.547756152,1.127181375,0.188717836,0.582566749
AL355488.1,5.068029187,4.415643731,3.56154294,4.003762341,5.125985351,5.267993915,6.070282657,6.246264979
FHOD3,12.01114841,11.33797606,10.05513007,10.16928991,10.28859583,9.410121546,13.48504856,11.96130795
SELP,0.050266986,0.014423593,0.070937154,0.016940663,0.287449035,0.033608933,0,0
ARRB1,4.36472341,3.973170166,4.481589817,4.392625664,3.453438999,4.276805957,3.29723753,3.382877429
FLOT1,42.03167767,37.93545223,40.25160261,41.08541579,44.20081531,34.10984981,34.59700287,32.94273797
C20orf197,0.105681795,0.0303243,0.130496587,0.089040535,0,0.088324681,0,0
UGCG,12.62044438,12.2273624,12.57970132,12.87508775,12.40410323,11.57702126,11.42929762,9.750275887
TEKT3,0.896546721,0.540235139,0.450732339,0.453222809,0.576771062,0.382142202,0.88557465,1.311308333
PTPRH,0.148077776,0.023176031,0.156726367,0.10888198,0.028867321,0.310519,0.012972557,0.013348642
APCDD1,1.613708668,1.948143675,1.978732411,2.516927073,4.420532547,2.555901973,3.878224774,6.264064
GINS1,5.836226032,4.999186029,4.823002808,5.929731928,6.504258699,5.435137873,6.593885583,7.569034161
MYO19,3.059154549,2.90672624,2.409435371,2.211174427,2.249041374,2.624003004,3.529860991,3.091134975
OMD,0,0,0.303271541,0.096566624,0.256022135,0.143685394,0,0
NIPSNAP2,10.46195535,11.79401172,11.06204099,11.59231822,12.34912415,11.44722883,13.1931936,13.31914275
HPS6,4.679946805,5.092742441,4.743001657,4.508429185,5.230902379,4.693578242,3.850454671,3.699402918
MSTO1,2.501403701,2.189143525,1.985625009,2.023217637,2.264822425,2.411129471,2.624797107,3.376115079
GTPBP6,15.78333599,18.69855288,15.97432193,16.7554821,16.98648992,14.99826994,19.03142364,20.40483079
PTH2R,0.186487845,0.29813139,0.225576918,0.161611614,0.299930806,0.093515517,0.051346503,0.079252618
LINC01342,0.397067814,0.590387921,0.19102675,0.766408163,0.50314671,0.217213291,0,0.178970676
GAS7,17.60686606,16.56679577,18.31655262,19.27055817,15.90464762,18.54076734,15.79551878,14.78368662
AL357060.1,0.257483042,0.073882102,0.181681018,0.144625527,0.230062943,0.14346279,0.027569857,0.056738257
CENPF,12.23070148,16.01008919,11.33551753,12.16343982,14.12757297,12.62252632,13.73870339,19.96541133
NFE2L3,0.853280798,0.556813818,1.340109522,1.071420213,1.401855255,1.46308411,0.490716195,0.709648846
MRPL54,14.80879761,18.11778685,18.26543312,16.79963199,20.87910285,13.50707173,12.86618963,12.6610601
FST,1.221148572,0.729049699,0.896390933,1.154977802,1.309325999,1.521005158,1.727215765,2.03118757
DDX12P,4.206711601,4.116572646,2.499228832,3.109620593,3.765818896,2.94531493,4.933498139,4.899436121
ESM1,0.06509528,0.112070513,0.068897217,0.614264056,0.372243834,0.282901169,0,0.064548978
ERCC2,7.842299189,7.929263868,7.820546289,9.056347352,8.466906037,8.437978626,9.418341745,9.835229442
KDM4C,3.466829703,3.8230415,3.333558348,3.940382234,3.474212681,4.260940752,2.947835408,3.168108634
ITGB3BP,2.678020693,3.421052133,3.038511585,3.346580117,3.801729381,3.212241979,4.0156135,4.280739896
UGGT2,4.357836514,4.453126308,4.085450563,3.537891915,4.02269054,4.377765706,4.34552644,6.281572624
SERPIND1,0,0,0.096972451,0,0.122796359,0.045944057,0.088292655,2.271308225
NBPF15,11.39568162,10.92909272,9.774982077,9.582681351,10.82416809,11.09728211,13.40316944,11.90111146
AC055811.4,3.900706615,3.616095014,2.399487658,2.056156123,2.430779827,3.544267037,5.493914798,4.132447192
AC011008.2,1.029283512,0.99114867,0.757040377,0.98773367,0.897849463,1.22474081,1.664357369,1.38392599
DYNC2H1,1.184191779,1.384874355,1.339935835,1.45326111,1.390823364,1.812715232,1.576616739,2.267391081
ITFG1,13.47912128,13.21624332,14.8319364,14.24428541,12.76590946,13.41271104,12.2133968,11.67939137
TMEM177,4.541703721,4.979371972,5.357015995,5.665565309,5.669149178,5.597354854,6.532394151,6.923426657
TFAP2C,6.42179559,7.554938662,3.707381048,4.74163814,5.8422462,4.801100424,6.976118708,9.358885861
MAFG-DT,1.172631068,0.929731846,1.012492177,1.279176534,1.224218137,1.454583989,2.05189567,1.835984137
SEC62,18.05655047,18.45146465,19.46246452,18.94200367,17.51767194,19.38151891,16.32013101,16.91760497
AL137003.2,1.912376898,0.952025315,1.316865254,1.560770422,1.383447583,2.056593923,0.954755648,0.776808891
FERMT1,0.010911972,0.028179701,0.023098588,0.044129812,0.011699911,0.05471878,0.178764205,0.086563163
CATSPER2,0.462042547,0.360447362,0.29036066,0.31386239,0.402517368,0.376503037,0.570485003,0.587023817
C9orf135,0.182884315,0.1574303,0,0.046225892,0.392180271,0.458542522,0,0
AC093787.1,0.56499768,1.702262656,1.494991955,0.285617949,0.302897685,0.283321684,2.450121169,5.322432275
RASSF10,0.462270829,0.457621259,0.856222665,0.864643427,0.47086822,0.672245086,0.890953152,1.604369537
SOX9-AS1,0.480934473,0.47515628,0.503239442,0.436514983,0.644577597,0.548108304,0.658326949,0.823733444
PERP,0.872388026,0.809637613,1.168602802,0.757986095,0.876920571,1.107332091,0.459754671,0.675833322
CPSF3,10.14702254,11.84667187,10.50976568,11.32574819,11.51188008,9.989851903,11.85666224,14.56970405
NAPB,18.04370933,18.21566931,17.69037634,20.71674185,16.90283668,19.58654656,16.13924867,15.74299103
ZCCHC14,11.2127574,9.767953648,10.19260835,10.03249471,9.417699745,11.65809303,12.12461856,12.52320059
TMEM176A,0,0,0.088951806,0.033988454,0.252313162,0.219148793,0,0
AC005277.1,0.523676954,0.751318486,0,0.529458944,1.871636442,0.700269714,0,0
ACVRL1,0.058013155,0.059926593,0.442090478,0.140768846,0.422974982,0.197819247,0.07826776,0.011505258
RNF144B,0.022599907,0.058363291,0.059799678,0.045698872,0.205970426,0.283321684,0.021778855,0
SOX21,9.683059586,9.096416826,7.597336008,9.683558858,8.666929876,7.283447817,9.838409516,12.54495533
AC092691.1,9.183251997,8.177708426,8.378971157,10.13840607,4.866592591,9.739310727,5.085991595,5.128769767
LINC00623,1.409090599,1.940755221,2.356395513,1.481634506,1.873440429,2.317639642,0.516001422,1.509046239
TMEM218,2.328740436,2.895568146,2.259356205,1.885741955,2.901485071,2.443649521,3.127247207,3.517248925
MCM2,16.60553768,15.98873788,14.69666755,17.09040619,20.22203523,15.36179185,19.87637057,20.66552708
GRIA3,18.05544019,17.14174144,15.53043941,14.43423428,12.30981985,15.84678826,13.2625467,11.67063251
BSPRY,0.250009662,0.473468768,0.079383498,0.126385027,0.080418753,0.175516511,0.024092684,0
TMED9,36.42845695,37.5680797,37.3131611,43.71218827,44.58368407,40.30819915,32.88785595,35.12460882
C12orf66,1.696123223,1.434881795,2.011846984,1.616295737,1.588660238,1.104713703,1.211786882,0.92793864
CCDC88B,3.06740638,1.861026079,1.939021255,1.561282126,2.197617054,2.15414261,1.636943275,1.287660823
LINC02334,0.377348723,0.253772628,0.736371718,0.512660892,0.581607533,0.780548667,0.181819841,0.315715965
AL353746.1,0.926321948,0.7096089,0.944445579,0.747521238,0.50116119,0.605141518,0.303016003,0.564612038
RPL36A,3.555252175,3.822361226,3.528693928,2.774183215,3.258366067,2.5595441,4.805055995,4.022776797
EBF2,1.289028195,1.614639374,1.521735771,1.244780895,1.373247453,1.466811243,0.852020375,1.212660994
ACSL6,1.285214502,1.218518146,1.136736141,1.113126433,1.031104408,1.14924576,1.390090263,1.523967007
VDAC1,57.99657418,65.25045463,65.72793812,67.53433239,64.34512121,61.35468555,57.99188153,54.55827411
RBM7,2.224879893,2.796219693,2.574609354,2.414404408,2.57637818,2.655318846,1.979673046,2.117959634
FERMT2,8.493289444,8.529716118,8.538424324,8.941385678,8.679246643,7.849542105,7.919851129,6.670832258
TRERF1,6.057977902,4.95440709,4.33857029,4.526741583,5.246609425,4.687559454,3.454632822,4.364736474
C19orf73,2.672347896,2.774021344,2.578861123,3.575982786,3.370958109,1.970685098,0.833172924,1.948471068
C15orf53,0,0.005943835,0.073081435,0.034905488,0.044420702,0.027699888,0,0
ARFGAP1,16.73936986,15.02614249,14.18861078,16.16425693,15.74843526,16.56641393,17.98892078,18.3964426
ZBTB7A,4.87225379,3.156587517,4.205458069,4.265111626,4.523148646,3.687883295,3.317185883,2.927178727
AL592183.1,20.12120769,19.35049035,18.4679732,17.00578481,17.36043426,18.44561252,14.99711264,11.22319335
AC003102.1,2.005432867,1.526162351,1.538088145,1.410487047,1.184191447,1.36999834,0.840250301,0.922250481
MRAP2,1.493845467,1.613258411,2.098543747,1.455417797,0.961028373,0.844438107,0.628177838,0.8349194
OST4,84.34063763,84.64402126,100.6293848,85.51854245,104.7322459,85.8913918,70.38220113,80.24557232
GTF2IRD1,10.31316402,9.667935748,10.33449425,9.626353416,9.986813566,10.30710158,11.95046788,11.10113954
ARF3,33.47069071,30.67398158,35.12860485,37.58713934,31.56300456,32.21982671,30.89151172,25.75889659
S100B,0.888466655,0.730044965,1.410537299,1.429075994,1.385631399,0.648039652,0.350259034,0.560642946
SDF2L1,5.480580313,3.526889961,6.758071004,4.787934004,6.21863555,4.749440744,3.435520219,3.21854089
RBMS1,0.84497528,0.817222496,1.183667664,1.055317657,1.662757679,1.191395976,0.517305651,0.911814901
C11orf68,17.93169808,17.00812688,18.59240251,20.68126967,20.89994027,19.08294618,16.06422431,15.54209399
STX11,0.394706323,0.705677643,0.257082729,0.368367074,1.009187147,0.578558765,0.175553853,0.180643299
RAPGEF3,0.566471221,0.554313547,0.737915552,0.714683362,0.586610346,0.461294992,0.895821749,0.811369294
GPRC5C,1.21995033,1.53436035,1.847888495,1.794736845,1.95814556,1.802286917,2.266782932,2.281792278
ARL10,12.91613096,12.97225881,12.15276208,12.43959761,10.8338987,12.53407315,14.26646607,14.16896738
EMC7,22.62286711,20.45608685,24.50756448,26.25549494,24.86793934,21.96424641,18.57663391,20.05774868
CXorf57,2.976279246,3.236258319,3.366920271,3.703557857,3.333310071,3.299153444,3.622927984,4.886972613
MND1,2.747773295,2.798425173,3.522679919,2.621598499,5.145451874,3.105100649,4.624583437,5.909940996
MRE11,4.738110662,5.093409725,4.773358239,4.513610527,5.031316094,4.561224857,5.438128217,5.837111487
RAVER2,5.43347192,6.410467164,5.373547855,6.126575583,7.571494014,5.565240689,7.334217732,7.976725974
SHISA2,18.91309978,15.47111873,13.76354412,14.11921371,13.17573158,14.23126798,13.37886094,9.468424836
TTC22,0.086919131,0.133016254,0.102217452,0.078114504,0.155325733,0.087172303,0.027920456,0.028729892
TMEM143,3.049476128,1.836172846,3.14396687,2.188554285,2.287078036,2.060034182,1.629221344,1.629450391
POU2AF1,0.023655849,0.07466582,0.008345829,0.007972346,0.016909337,0.055357756,0,0
KDM7A-DT,2.30862605,1.085849386,1.032803966,1.804728797,2.194621323,1.957306576,0.802746252,1.08562432
AUNIP,0.72853729,0.648043395,0.359841087,0.662923055,0.729067684,0.608882771,0.936092805,1.396684776
ZNF829,1.185860216,1.118340768,1.031277969,1.260046634,1.125713652,1.181739061,1.506720083,1.490482214
CCL26,0,0,3.068333347,0.586204544,8.436944728,3.073598831,0,0
NRSN1,9.347977739,8.058945476,10.66298993,10.18581171,8.240119821,9.599426076,8.564007755,5.847145179
