gene_name,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
ICAM1,6.769224089,4.754025496,7.364993557,11.02372762,14.85440979,20.71497392,0.486586395,0.547632883
CD2,10.93618796,8.184851947,10.76394208,6.901781667,14.48929749,9.780419763,0,0
FABP5P7,34.65319102,35.42327526,35.76020757,38.10143437,34.36879067,33.0164202,16.55797935,15.74941948
PDPN,11.15279814,8.201876578,7.062475888,8.899537846,8.727571498,12.02378399,2.173846378,3.863680942
TRBC1,29.00779863,19.00934626,25.40856854,13.69162251,30.52491277,17.90294807,0,0
ANKRD37,10.33551569,11.25783773,10.67528558,8.226793267,10.62008593,9.206307499,5.023698055,4.18042202
C1QL1,16.21107049,17.56982936,15.67628939,25.88624945,27.45235398,20.51533405,7.397663142,5.552375193
CLEC2B,2.748741555,1.679216752,1.548489772,1.456781464,2.30549,1.62292417,0.064085808,0.043962471
DOK2,2.829971417,2.117352096,2.323424404,1.711382445,3.317900966,2.175080171,0.050974932,0.052452735
TBC1D10C,3.045080625,1.986111094,2.020529684,1.33805116,3.277519174,1.9498297,0,0.023227118
CXCL10,12.03358578,20.16101824,28.36747235,22.72411374,77.62834959,85.62747404,0,0.098616495
PLSCR1,3.314609659,2.81848301,2.324540256,3.364829517,4.69526308,3.959387888,0.54534955,1.095597446
PTGER2,1.938995272,1.424861988,2.302517331,1.386627211,2.890327365,2.134364321,0.091148867,0.023447836
DDX3Y,4.229359156,2.73711426,2.750545499,1.875282433,2.50231073,1.839764017,0,0
GLIPR1,1.267799671,0.946903228,1.253047777,0.85767341,1.429312032,1.056460625,0.305435159,0.194120274
RPS4Y1,8.199668523,6.638022664,5.876402664,4.236059433,7.661780303,5.619856833,0,0
FAM78A,2.148100834,1.666044301,1.643267753,1.021399702,2.440036671,1.631765965,0.379169506,0.358527181
DENND1C,2.787621148,2.021316149,1.621409785,1.307635879,2.531150164,2.153475979,0.266214583,0.53541324
GPRIN3,3.807463811,3.088830638,2.955217113,3.044606561,2.239132043,3.513841048,1.445418407,1.166975909
CD3D,17.93974064,13.925676,14.59041341,10.11899198,19.23514417,11.30023503,0,0
VAV1,1.521359606,1.449931238,0.992007902,0.71414439,1.587521596,0.84463426,0.065450391,0
CISH,2.676775979,1.309663346,2.094567954,1.919875578,3.103101461,2.351869258,0.573228662,0.43104205
EFTUD2,14.00072419,14.66725758,14.88406786,15.75091452,15.2413444,14.21108795,10.66765045,10.28945973
CTNNBIP1,12.08424956,12.49789837,13.30905507,12.62492922,13.14461652,12.62881585,18.61549084,19.78036009
SERPINB9,1.43424071,1.08793398,1.457889435,0.93321746,1.537805222,1.438418271,0.068422519,0.295705799
PLCB2,1.272974364,0.732816629,0.884180956,0.571119319,1.006609368,0.893677539,0.053669321,0.18934367
ASB2,0.696157855,0.729106887,0.69997659,0.621729071,1.107199217,1.000732661,0.033543326,0.034515773
GIMAP4,8.906249333,4.935131229,5.023663801,5.014529077,6.461541042,3.95797679,0,0
APOL1,3.090869659,2.746507814,6.595552744,4.771499851,11.72392217,6.516398723,0,0
DEPP1,4.7111589,4.832750863,4.529238467,4.187625092,4.230501506,4.72488125,2.213251448,1.888113596
OAS2,1.848419133,1.623298912,1.669837279,1.24588519,3.993810426,2.780704628,0,0.018514208
P2RY8,4.694967263,3.081939094,1.679527405,1.869551709,3.234123972,2.591068611,0,0
GBP4,2.071089503,1.33917891,2.333475774,1.87201658,4.226379305,3.311908866,0,0
GZMB,6.216576171,6.778373013,8.378100203,7.961271387,13.81973372,7.564749191,0,0
FAM129A,1.920836892,1.503175422,1.382456847,1.257032841,1.827371749,1.863384919,0.269244084,0.616435548
STK17B,6.656454046,6.418520673,5.737770036,5.067678463,7.604020823,5.214109313,2.560711744,3.049138093
JAML,3.023629134,1.793819913,1.794721564,0.695401707,2.000669722,1.80989996,0,0
FAM107A,4.187152039,4.550411734,3.268528362,4.677832622,4.513067351,3.207376105,8.144200922,9.840595488
PER3,2.065007571,2.187812713,2.162689807,2.10240766,2.415402407,2.165159768,3.590324488,4.911561713
GAB1,5.582471886,6.949566057,5.382502907,5.96546068,6.097106798,5.842155274,2.678692607,3.678953687
CFI,1.103570852,0.557593904,0.825235559,0.606388876,1.337596178,0.914300867,0.080916822,0.047578666
STAT2,16.73240305,15.12869366,16.30140794,16.22033168,18.0535251,21.36043288,9.611982964,9.719786376
MX1,1.479577837,1.215224514,1.350489947,1.749807733,3.231049262,2.681888333,0.189673958,0.05384076
ARHGAP4,3.458332571,2.598107795,2.218375159,2.225055956,3.326012001,2.638090451,0.94931218,1.018400878
IQGAP2,10.93489247,12.10693086,8.535299465,10.79382173,11.43097695,9.616304999,4.292051834,6.140523742
NKG7,11.88307954,7.537291331,12.51092412,15.3656347,13.94819543,7.15061507,0,0
GSTK1,12.32337713,9.489038744,10.02754893,8.040604625,12.29379174,10.2231014,4.425053274,5.170508543
TRBC2,38.49624362,31.67729219,31.35459645,19.57764085,64.76775687,37.37042909,0,0.076499339
STAT6,2.099348051,1.386408063,1.942096565,1.279997346,2.671916179,1.567042993,0.355197067,0.564132835
PTK2B,3.685696448,3.305971811,4.142821902,4.084124246,3.64359226,3.822110584,2.20921678,1.944334896
ALOX5AP,5.046434086,3.668975112,5.196818682,2.999238274,6.361381238,4.37719611,0,0.067622739
TRIM38,0.484566692,0.368994514,0.401089205,0.251239415,0.659437189,0.42367322,0.023946791,0.012320514
SERPINB1,1.530917275,1.187685428,1.000204702,0.840791299,1.925172262,1.270002725,0.01821357,0.093707982
TRIM14,2.758663931,2.383914734,1.94652381,1.805362383,3.083973633,1.994597086,0.844931162,0.583151846
KLHL6,0.687576353,0.396176948,0.404949177,0.403645923,0.636154071,0.422645242,0.016030567,0
VSIR,1.231580356,1.020902342,0.917286016,0.599530343,1.467234497,0.972122664,0,0.033923459
CD52,36.33720638,20.18917321,28.0006397,13.34217663,45.86810422,27.91248865,0.06027036,0
GPR68,1.569859325,0.859959414,1.510498278,1.082176609,1.166775189,1.306062831,0.206294522,0.123827179
ATP1B2,48.74890007,48.44834597,47.89313514,58.50930761,48.17321398,45.47157351,28.91606677,33.0643407
IL2RB,5.250511416,4.166300785,5.175280449,3.962493266,6.203280145,4.579503188,0.011989955,0
SOCS1,2.507098557,2.634634645,2.205529334,2.69937587,4.189297605,3.951201676,0.282391471,0.678015857
LRRC8C,1.057418892,0.695565578,0.781313093,0.544632793,0.791502344,0.675317677,0.134585298,0.247298273
HELZ2,5.161468733,4.514013119,5.642460935,6.923643251,6.479916838,6.134034203,3.15717586,2.590313522
PLAGL1,6.341230399,6.415501063,5.471331602,5.876410233,6.44731926,7.29317315,9.879321735,11.6995547
IRF8,1.359409373,1.511515396,1.690597838,1.523314171,2.247087728,1.352007562,0,0
GVINP1,0.720743662,0.56673882,0.528119462,0.231222589,0.527576117,0.597735555,0.013356906,0.013744133
RAB27A,2.337003783,2.047661228,2.329946963,1.972521888,3.053889578,1.84156567,0.794267647,0.848330583
LAG3,2.257957023,1.811916636,2.268317637,3.153480108,2.626170506,2.379679638,0.719161874,0.68308703
OAS1,0.756528124,0.407021132,0.975869825,1.26683425,2.268701825,1.564884108,0.045565221,0
NEAT1,3.457214027,2.688602787,2.91969624,2.674775019,3.737148366,4.747551527,1.413336905,1.413559404
ARHGAP15,1.230408134,1.018732839,1.212802019,0.560271765,1.571020245,0.876040111,0.226280063,0.074508833
BIN2,3.747794459,1.970852656,1.589761769,1.43015531,2.548646083,1.81354139,0,0
TENT5C,1.38287382,1.417981367,0.968586337,0.771034369,1.308290471,1.101363165,0.048993903,0.292402794
EVI2B,4.064056669,3.182588006,3.614388369,2.767819881,3.99439013,2.066251912,0,0.055971524
ACSL5,1.049167079,0.784308391,1.095833338,0.572247293,1.672587288,0.955307745,0.026606604,0.02737795
MMP25,1.190521044,0.671015177,1.185051064,1.146348335,0.790206176,0.62542266,0.109263765,0.084323556
KCNAB2,8.513366548,7.011675432,6.88129085,6.145459321,7.023642609,6.311351564,4.107949117,3.655326819
BATF2,2.28234031,1.911582476,2.437404605,2.702524262,3.306952575,3.402549966,0,0
HCLS1,4.845357089,4.279697739,3.584986599,2.356558379,4.838215116,3.684906405,0.011064753,0
CD8B,5.678317614,3.888798685,3.984506456,3.108393621,4.776488496,3.083403259,0,0
PSMB8-AS1,5.245269335,4.102406882,2.950291146,2.697047397,4.081433749,4.328679008,0,0
AHNAK,12.47655074,9.917674198,10.2322426,11.16850552,11.81198268,12.27185348,6.357601849,7.5339253
MSN,26.17814697,20.03079758,24.71145838,23.80363233,27.46989303,25.164147,15.07208184,14.7321251
PIEZO1,2.211281434,1.368568007,1.869057689,1.240890095,2.720767995,2.051522977,0.558936604,0.621357278
SIT1,6.169417015,4.627940694,4.197694066,3.341536289,7.559887967,4.331170817,0,0.087394874
IGFBP5,103.4835086,81.61030854,90.10081196,102.2582309,130.0714693,121.8653554,58.54846361,40.87499099
CD3G,2.073229233,1.705939523,2.194317702,1.340900323,2.517146091,1.65118341,0,0
TRPV2,1.337603011,1.535245515,1.034569506,0.606833443,1.470963538,1.100717204,0.016525744,0.051014515
CD5,8.478385702,6.235640197,5.130500489,4.148332468,6.774150154,4.715841485,0,0.018002639
BTN2A2,3.911889218,3.941779869,3.231033254,3.19733178,3.880764152,3.492455646,1.365220689,2.048288336
CST7,8.803028364,7.253050928,9.450278179,7.120179059,7.483527001,5.04495385,0,0
RAB37,1.129438602,0.585329518,0.658692159,0.372868209,1.21099378,0.809091682,0.044424743,0.045712652
ADAM8,2.642487056,2.148330766,2.330686203,2.077960207,2.872648695,2.404796516,1.119982166,0.788519338
SLFN13,0.896371332,0.663695534,0.889014618,0.430952755,0.779631173,0.446347817,0.012081206,0
DOCK2,1.748563031,1.326097033,1.058875301,1.029392168,1.746671769,1.140986393,0,0.004389591
CD28,1.987149465,1.339607781,1.406363568,0.738280008,2.07929805,1.29660994,0,0
PHF11,1.473709089,1.341385183,1.15065896,1.038101179,1.981630363,1.272050567,0.384144178,0.311433376
LINC02446,10.37499771,7.829119472,8.342675153,5.244774753,8.812647627,6.013404813,0,0
CD38,0.511835972,0.433254847,0.641047316,0.388115418,1.500039477,0.735768434,0.041103419,0
IL2RG,3.856109164,2.462201341,2.220063054,1.520915577,3.680206874,1.827424859,0,0
PARVG,0.912018262,0.72692841,0.500518333,0.4029866,0.934412764,0.955326939,0.006510257,0.006698995
PCED1B,1.80926587,1.653589425,1.654884143,1.309827767,2.634446253,1.478510635,0.365927188,0.265789911
RAB11FIP1,1.985376662,1.619927787,1.456753044,1.761003312,2.00467038,2.229365737,0.8216403,0.815265295
PTP4A3,15.83378012,15.69464361,17.33941243,21.59825655,25.91243898,18.12224754,9.480274191,7.538043317
STOM,6.070809965,6.233265184,5.90283409,6.877337251,8.744252685,7.005434275,2.766537692,3.499497907
PLAC8,1.244519934,1.071306452,0.979873523,0.460339336,1.074017175,0.898055469,0.087754145,0.105347909
HCST,9.63491557,6.240968562,6.360910306,5.304666145,10.94434067,4.018268707,0.82736555,0.75675692
RHOH,0.743354998,0.502773962,0.374652948,0.411569932,0.683169961,0.523639183,0.025583892,0.008775197
MYH9,26.32514904,20.78439388,21.06356076,19.63547335,26.23624327,20.29107645,13.22527122,12.52127464
ARAP2,0.456412472,0.364535763,0.587651649,0.371064323,0.509549558,0.443584915,0.05894643,0.144639642
GPR171,4.332855465,3.056757047,3.206695279,2.371504128,4.855306459,3.234602375,0,0
IL2RA,1.726865069,1.003717502,1.40594145,1.343024328,2.516221987,1.717092445,0,0
APBB1IP,2.056472338,1.618514778,1.492513446,1.039589068,1.968720825,1.208013629,0,0
JADE2,2.14915919,1.457605024,1.823505729,1.987324887,1.815546092,1.793213702,0.890051104,0.868887501
MYL12A,13.67773196,10.98291023,12.64555876,10.25768917,19.26401275,13.24766791,4.515169365,6.254321925
LPXN,4.882981568,4.407410265,6.372410784,4.217929919,5.921790941,5.253796944,2.307106394,1.739359921
TIGIT,0.825651674,0.652886019,1.331134357,0.844474411,1.502901632,0.97248505,0,0
MCL1,70.95936541,70.91820835,69.45402228,73.54181904,74.47665745,76.14391782,49.855005,57.01806742
CCR7,3.497443771,2.288106297,2.369097299,1.296555162,3.424990212,2.011041711,0,0
GBP1P1,1.914434102,2.482673159,1.894673478,2.287493751,2.399227838,3.465992688,0,0
TRADD,2.596964403,1.725661781,1.663651741,2.026808163,2.320406302,2.056206843,0.395150044,0.655087055
GIMAP6,2.660095132,1.440811121,1.692439398,0.906561442,2.371472906,0.854309365,0,0
TMEM71,1.421566041,1.178388477,1.09593858,0.567807111,1.86292985,1.584118537,0.016912601,0.034805822
AL035425.3,0.28091558,0.423180588,0.284934215,0.224846956,0.313750104,0.211300359,0.823409416,2.971285777
LPIN2,13.94854639,13.75421073,13.68920163,13.40699052,13.79396058,14.17891699,9.712568562,10.56548121
NAMPT,8.737015727,8.750381977,8.980558261,10.49956073,9.936075043,10.89475039,6.296018072,5.735210145
LINC02210,4.365711465,4.45929562,4.318739824,4.205173338,4.314687888,4.227836815,5.824110083,5.95573234
IKBKE,0.987218314,0.717032519,0.604069817,0.577037159,0.826956223,0.866332091,0.059459548,0.061183328
TESPA1,1.303373752,1.182074417,1.022306738,0.576521961,1.422443696,1.272156646,0,0
CD69,3.117961242,2.257404306,1.704670912,1.127343726,2.302535793,1.760256011,0,0
ZFP36,7.389663682,5.459580995,6.928283613,7.765397844,8.703109457,7.761322659,3.42041791,2.913749452
ETV7,0.862133149,1.52668929,1.173197141,1.120695532,1.716717925,1.753992748,0.166162388,0
PTGER4,1.712537779,1.143764319,0.593769589,0.806018034,0.743976667,0.769925424,0,0.102475509
SKAP1,2.362940636,2.794462147,2.150349456,1.629899103,1.941610766,1.506055898,0,0
SASH3,6.773094648,4.790590683,4.999813376,4.296279725,5.897622394,4.153573218,0,0.021389339
PRDM1,0.558058957,0.464637355,0.745578122,0.573470081,0.843583321,0.724837217,0.158690576,0.063502111
AQP3,1.724583595,1.19446905,1.049028253,0.921916647,1.700334124,1.292235001,0.229231675,0.196564403
MYO1F,2.40776646,1.371953782,1.455190789,0.975123532,2.5082862,1.33773304,0.00659174,0.12209112
ITK,2.168089945,1.281275702,1.632919037,1.230009514,1.785385414,1.595018098,0,0.006739482
IDO1,2.133944778,1.126862531,2.239599724,2.284418074,6.979464875,5.395362328,0,0
TMBIM1,1.307651554,0.908420389,1.116933181,0.974171223,2.152308483,1.253940202,0.176862415,0.329856507
S1PR4,4.252252669,3.357905996,2.082926291,2.380550079,6.443310914,2.608125931,0,0
CYBA,6.00972733,4.648461408,4.203612769,4.033109213,6.742518712,5.101309456,2.266197864,1.692784302
RSAD2,0.592756668,0.385295516,0.883449321,1.015143148,1.67320581,1.370951076,0,0.035986656
RGS10,6.632404871,6.191776465,6.52542495,4.438940933,8.964271507,4.684312181,1.980449379,0.648411331
MYC,6.917503247,5.065704178,4.867267377,5.220783933,5.72467541,4.748871712,2.647698417,2.318687064
CXCL11,1.440477575,4.669751531,5.352353274,4.400133117,15.80640137,9.190581218,0,0
CYTH4,1.319321396,0.629127101,0.813716284,0.53739381,1.160165488,0.704418365,0,0
SNX20,0.975637286,0.99731849,0.79597799,0.462379422,1.383885513,0.845976685,0,0
TXLNGY,0.709313691,0.438032479,0.571216492,0.285818788,0.495999286,0.288675833,0,0
LINC00649,0.61593654,0.34762106,0.366969635,0.276313848,0.275536322,0.306819834,0.058962877,0.076851526
RNF213,8.457404189,6.920860825,6.273754409,5.703281584,6.513583066,6.708446596,4.114522696,3.754813551
MAFF,4.624025534,4.105958869,4.453185654,4.48554977,4.332596702,4.397263537,2.790040027,2.633402893
IL9R,1.447919373,0.703610962,1.680791275,1.180569397,1.552471602,1.194499606,0,0.09263019
PHLPP1,9.294187109,9.806670414,9.410501756,9.959449761,10.74716903,9.244276421,14.04196549,13.42150863
NCR3,2.846665289,2.782729935,3.012926856,2.097595183,3.673009306,2.274287673,0.139487096,0
EXOG,5.139012496,4.722532238,4.834809135,5.00331775,4.921869909,5.131523636,7.390706301,7.527253746
LCP2,2.69621822,1.730293525,1.546462275,0.954911803,1.973434449,1.505860224,0,0.008004762
GIMAP2,2.677070551,2.160443714,2.449733599,1.043179719,3.647772122,2.349259626,0,0
GPR174,0.932922202,0.784825438,0.852763359,0.653824844,1.136690008,0.637936061,0,0
GCH1,1.783447437,1.859328668,2.432920829,1.743034104,4.695581295,2.166244374,0.42011566,0.491244485
SLAMF7,1.451949344,1.114463526,1.10133858,0.905254653,0.972995357,0.473258008,0,0
TBX21,1.476472513,1.213204027,0.970772511,0.791622815,1.151335654,1.099361835,0.064674201,0.022183052
AC008105.3,0.833367779,0.7850561,0.798829797,0.763081457,1.180152583,1.088110677,0.106068703,0.202695479
UBASH3A,1.314431383,0.861473482,1.359583488,0.785285211,1.217161273,1.22837861,0,0
AC004687.1,3.670572618,2.540150006,2.704233448,1.637249965,3.511189966,2.598539306,0,0
SLC15A3,0.382329257,0.839246572,1.062231126,0.908393927,1.465523762,0.881918624,0.138164728,0.161126264
OASL,0.814724405,0.772894592,0.65113127,1.277606361,1.800591954,1.000527526,0.032045941,0.016487489
FGD3,2.948683561,1.769106295,2.448385636,1.415336345,2.4483801,1.911771985,0.526214478,0.826972142
GIMAP7,10.33594879,4.689160516,4.385706495,1.74167824,8.286759758,4.996251569,0,0
UNC13D,1.599223308,1.045468589,1.253502156,0.793186688,2.183817289,1.286131327,0.370742019,0.321648537
PCED1B-AS1,2.307317497,1.286134781,1.341141231,0.860456401,2.210310631,1.100116473,0,0
CD84,0.657118857,0.348098721,0.575123647,0.293857818,0.426805912,0.576653761,0,0
EVI2A,3.077750518,1.555602929,2.241405128,1.741428218,2.815588284,1.444242885,0,0
CFLAR,1.53142986,1.047924043,1.129117409,1.044472472,1.271863736,1.598367408,0.652850876,0.437556253
DGKA,2.541742866,1.818389321,2.084295392,1.441175324,2.479757965,1.860187829,0.877150574,0.85149044
FBXO6,3.132133741,3.25211795,3.28089234,3.003483278,4.189220497,3.400329538,1.12021001,1.280761988
RGS1,0.752804171,1.014836555,1.097441022,0.861640739,1.142211941,0.911694356,0,0
PSMB10,2.019721873,1.249629559,1.50305991,1.276263689,3.282181662,2.310455457,0.091234949,0
PTPN7,2.198095443,1.457476446,1.781536299,1.301384863,2.218805038,1.618617834,0,0.009818236
CCR5,1.194388477,1.329743692,1.466411227,0.724545532,1.348934054,0.750663578,0,0
ATP10A,0.723229281,0.879978091,0.942116942,0.850740012,1.260110562,0.80205407,0.261357913,0.351684082
GPR15,4.624000579,2.211348737,4.103108112,2.077802139,4.857733722,2.810587309,0,0
AP1S2,19.18393816,22.39967028,18.59891351,23.47964598,25.46049324,22.76675145,11.49928401,14.56410113
CMAHP,0.551867499,0.475058049,0.467279779,0.348725465,0.480770125,0.40818777,0,0
ITGA1,0.248826001,0.113875375,0.336699309,0.149670205,0.42214142,0.369587841,0.012141072,0.043725681
PIK3R5,0.685584714,0.502981001,0.684397996,0.283563143,0.718383239,0.414111669,0,0
MGAT4C,0.107421397,0.141425293,0.180575083,0.185271535,0.144537281,0.177444708,0.365360431,0.430256773
SLAMF6,1.788816397,1.246542979,1.487587771,0.925814043,1.803818589,1.153302906,0,0
VAMP8,4.843571017,5.033833853,2.938338734,2.388804663,4.433320664,3.198959373,0.796908097,0.410005548
PECAM1,0.467275436,0.246533943,0.335029258,0.266697002,0.355560268,0.340139384,0.029051572,0.00747345
KDM5D,0.599418177,0.515990578,0.3662675,0.224920739,0.503559799,0.316075982,0,0
ANXA11,2.644631157,1.720716142,2.290166814,1.902934197,3.439541445,2.252761828,0.814212708,1.021728515
GPI,44.42191097,54.5379134,49.02154211,44.44183191,51.30465676,42.38770934,33.59533652,27.66846431
SLFN12L,0.814378801,0.76381183,0.7590246,0.57758824,0.664662412,0.841131492,0,0
MEGF11,1.166213159,1.090971317,1.177648425,2.165674557,1.122829514,1.259120999,0.458712144,0.454310177
CXCR3,3.60004544,2.128869777,2.087386519,0.822909957,2.450260664,1.94654737,0,0
ANO9,0.92327557,0.405496524,0.498571508,0.504835591,0.919233719,0.481879654,0,0
LGALS8,3.498999791,3.094952431,2.619761701,2.435547493,2.795985831,3.219275456,1.485717141,1.678085089
SLAMF1,0.821886997,0.80182877,0.942380734,0.553974377,1.556847273,0.700638795,0,0
GNA15,2.036521487,1.772341043,1.136949106,0.859805123,0.983808899,0.830448058,0.064698952,0
PRKCQ,1.756979886,1.344392653,1.314866976,0.879217862,1.731618724,1.281525455,0.290742755,0.36956494
