gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm
TOP3A,9.332509728,9.055486316,8.543318652,8.95264218,8.079248016,8.71552162,8.740887512,7.329995867,7.206156714,9.175189929,7.968182912,7.652441676
BICRA,5.964669051,4.925364222,5.912281051,6.218486949,4.778026124,6.02539371,5.842273196,4.63351431,4.938551685,5.260970759,4.685573396,4.898366591
LPAL2,0.047619563,0.037917801,0.051492347,0.068740539,0.107590928,0.143048775,0.036940783,0.021199553,0.039098337,0.024899101,0.066013709,0.012349461
PABPN1L,0,0,0.093050668,0.049687796,0.077770064,0,0.044503242,0.383092378,0.141307459,0.134983825,0.238583793,0
TNFRSF11A,0.08795517,0.106720975,0.061141083,0.06529702,0.136268292,0.094363073,0.175451274,0.111875405,0.137554544,0.091979199,0.202055207,0.130342457
FZD7,25.60909528,24.96458283,22.65406409,26.68099466,17.17287549,25.18840009,17.45680315,20.71450676,16.87252802,21.95468717,26.06128857,20.33440617
RF00017,0,0,0.947818435,0,0,0,0.679968138,1.170659036,0.959576232,0.229158587,1.215112807,0.227316235
CDH7,4.120008927,2.87067132,3.260327141,4.223257535,2.65460181,2.898361904,6.269444732,4.236429124,3.594647048,4.003368343,3.14534609,4.108398369
AUNIP,1.197405586,0.448683478,1.066295739,0.623614859,1.230691879,0.822842335,0.72853729,0.648043395,0.359841087,0.662923055,0.729067684,0.608882771
LINC01623,0.218991581,0.155000332,0.059200409,0.042149622,0.164928766,0.054820742,0.320888773,0.129989254,0.279695719,0.248094868,0.222626865,0.132515532
OPTN,17.64972123,17.92071424,18.49020731,21.99622073,23.54861784,19.94295647,20.90749831,20.90735976,22.34544515,21.97835119,22.97854469,22.08701514
METTL14,6.080415176,6.306793422,6.138374403,6.85057277,6.418512271,7.06200657,7.286222263,8.069392653,7.134523398,6.625695416,6.862075989,6.461319865
MICU3,5.106190146,4.287419899,6.264738261,4.50763028,5.058464806,4.277208061,5.776629012,5.781368016,5.549646428,5.455327626,5.417830805,5.347804423
CENPBD1,3.584329195,3.491585095,3.036735927,3.029786451,2.58814197,2.608571545,2.350556523,2.714322176,2.467616133,2.840218485,2.253915128,2.932379425
SLCO4C1,0.233183199,0.090024565,0.229224931,0.073441805,0.210740251,0.212266789,0.098668042,0.132121623,0.069620548,0.055420806,0.070528482,0.175920775
ADNP-AS1,0.975815775,0.712257459,1.253022106,1.619918641,0.937016009,1.465671267,0.378493591,0.651628978,0.267066524,1.08423901,1.082197555,0.759192084
EFHC2,0.39178533,0.723397151,0.607843187,0.37375882,0.431050946,0.426420252,0.317140909,0.439834835,0.335663756,0.391896396,0.283367675,0.282724139
ARIH1,6.545661225,6.445746053,6.353904692,7.005523231,6.933993147,6.512307982,6.703927123,7.370342399,7.541816235,7.473053817,6.333010748,7.261740308
ALPL,2.237387047,2.834516382,3.517203859,2.866062154,2.497823403,2.221537484,2.528115657,1.958625078,2.161200542,2.202117235,2.543857047,2.08689457
CADM1,29.11746541,24.40836671,24.23841105,28.90836621,22.73462427,23.596283,24.65524843,31.37636114,27.99973242,31.04529959,27.22664453,26.71268033
AP002336.3,1.078349551,0.981316816,1.832362887,0.533703796,0.278446495,0.154254912,0.318677165,0.137161685,0.505934607,0.161097862,0.341688397,0.319605387
RAB30,5.772133399,5.336808678,6.220899595,6.660306423,6.075943968,6.416167354,5.925814279,6.917692567,7.16117825,6.855699791,5.876783409,7.375558798
MIDN,46.24097584,45.79292786,46.69451151,45.95864535,41.5970983,48.78524497,45.39407949,39.07608781,43.99449812,45.21086696,40.46455489,42.5756425
ZNF397,12.43669363,12.35623586,14.304441,12.53323605,12.07858376,12.1997571,15.02550029,13.48327713,13.50837656,13.507991,12.35999912,14.17372834
TMEM14A,28.66710909,24.38470068,30.3822626,31.32855629,25.85650782,27.10734629,29.88706728,31.61369446,30.94633347,30.4554534,28.94810276,32.81190688
NUP98,9.16681881,10.02316963,9.375364469,9.109586507,9.424577524,9.018983353,9.026928854,9.295186388,8.373162414,8.780394604,8.64061135,8.638751301
NRCAM,51.96125208,43.77427982,47.6807161,54.88229064,38.98381772,41.40320073,56.45021947,49.8652454,53.03143195,53.86946948,43.49116096,54.66044011
EHBP1,11.92084849,12.42981401,12.60769193,12.5670285,11.27084941,12.04691637,12.47239768,13.48031185,13.0653093,13.00574657,12.20582958,13.20801634
DGLUCY,4.828948573,4.261262596,5.001279886,4.309196872,4.746756004,5.063013238,5.521771208,5.102235922,4.908847129,4.885920352,4.851150862,5.643569943
KCNE4,1.096727963,0.218321576,0.044472082,0.205811575,0.644261992,0.521638943,0.028359486,0.061030963,0.360190108,0.157699338,0.182443708,0.455073432
RNF43,0.022599464,0.007997852,0.097749696,0.034798009,0.102121782,0.090518139,0,0.006707307,0.057728004,0.023633411,0.016708813,0.031257875
TMEM131L,5.323771083,4.779001127,5.747177807,5.045071734,4.691494597,6.145536924,4.793068068,4.448797321,4.82129644,4.735012152,5.423588443,4.311648146
NOA1,12.92968403,11.33686726,12.60279341,14.39624965,12.05930162,11.86936214,13.1509621,13.81171983,13.23035047,13.74629424,14.83497957,13.10339972
PDLIM5,2.61525117,3.647979637,2.938194415,2.248935076,3.487724379,2.853548958,2.077550981,2.355779774,1.975654112,2.814869191,2.357603723,3.363378385
PPP1R7,11.49866042,11.63647263,11.28583278,12.19110649,11.00007259,11.04980848,11.07371543,12.31498628,11.80233083,14.01061418,12.63614479,12.75015016
MOAP1,41.73927453,35.70202318,42.00120844,42.72014539,39.35336883,42.06258446,42.111925,45.37791889,48.71882377,47.7038265,42.23649735,38.90575146
MEF2C,4.982699636,4.187118711,4.378993737,5.009899401,3.003538738,3.602334445,5.367670215,3.849780208,5.170446528,5.376639436,4.336448688,5.293499907
N4BP2,6.702730723,5.60873863,6.638680295,6.280032241,6.244647484,6.360525237,7.331211122,7.518761495,7.262240738,5.626746194,6.668430359,7.221375667
BEX1,117.0642223,97.9556352,113.4239182,120.3024362,92.84611448,105.3603897,109.3741342,109.7655437,137.897435,122.8990232,117.1267486,117.0915396
TGFB3,3.244453412,6.241799341,3.80689712,5.102008449,6.457051819,6.958359343,2.094423633,1.813163598,4.446095123,2.298021335,6.762495937,3.079177419
AC127024.6,0.800042356,0.99096026,1.153477152,0.307970587,0.241013829,1.068142503,0.413754197,2.137004938,1.751679253,1.394408382,1.922400167,1.244878058
DLAT,8.203677263,8.163048693,7.85849586,7.352024801,8.291953327,8.214592925,7.904295317,7.429359423,7.251345372,7.624420678,6.307620145,7.563123089
KANSL1,4.320477171,4.380440844,4.310109765,4.419505222,4.46858189,4.418879851,4.365732732,4.334813491,4.135008845,4.12612398,3.767935852,4.02403824
LINC00847,4.37908766,3.499149873,4.087249655,3.619815717,4.061765878,5.584996228,4.48174678,5.048198646,4.465960884,4.21790061,5.572181386,6.216214029
ZNF670,5.358759129,4.695950381,5.794574037,4.911466728,4.766127037,4.542551869,4.985523658,6.185001475,4.935272841,6.345187511,5.628519522,6.647118858
NEMP1,12.35122619,11.5252577,13.71987111,11.83863107,14.41185007,12.73462397,11.37171661,13.11371924,10.56122243,11.34190476,12.70912626,10.54177046
TBX18,0.200270374,0.602435905,0.158809111,0.385463245,0.639516208,0.334228083,0.01380972,0.017831505,0.277709451,0.090754269,0.392382867,0.145424414
DDB2,12.97668592,12.22050377,13.58262334,12.45265263,16.26648941,13.93034939,15.12981177,14.13420778,14.07972861,14.51209808,17.74595705,14.55111702
AL035425.4,0.053185632,1.072863305,0.172533271,0.368521718,0.384533823,0.213025598,0.1650346,0,0.29112261,0.16685677,0.117967678,0.110343534
PAK1,22.5642681,19.3155107,20.19692896,22.08802792,20.70078837,22.56732954,21.86282695,24.2941021,24.21075272,23.58721804,23.08316947,20.32508108
ZNF157,1.487798065,2.20104818,2.00440292,2.027982327,1.476859547,3.028400574,2.497518863,2.823116484,3.017200761,2.729142342,1.677044388,2.93490952
TMEM30A,44.33074828,40.30492726,43.77133949,45.30648298,42.78689389,41.79287375,46.01246036,45.36640816,46.18693456,45.97807827,43.11760077,45.57408742
AASDHPPT,23.4905099,19.42548618,23.69040216,20.97128773,20.37020975,22.09342982,23.32280815,22.2097667,25.14546003,23.84805936,22.268932,23.42868246
NRXN2,30.45373578,28.74678571,29.55594409,32.79915856,26.53749057,28.15060289,35.09741021,30.12211921,32.74227381,36.68638371,28.30381326,30.1331088
SUPT6H,14.35767161,14.37294946,13.17668433,13.54977784,13.05278248,13.7957343,12.78570597,12.84528224,13.04291795,13.56709462,12.1562082,13.25369232
RALYL,7.936015858,6.481203286,6.81664836,8.172011053,5.336932055,6.125225289,7.950742469,7.85357948,7.173984754,7.817044787,7.087925977,8.516694762
TIMP2,33.0305433,37.79596971,37.64865058,34.91084152,32.55453758,31.63734561,33.18867384,29.48094778,33.5778431,33.67056854,29.98638688,31.96309191
SPSB3,17.87128866,16.32228278,15.8389903,19.86101541,17.33578043,17.57582979,19.08938119,18.67186492,16.34571373,20.04103837,21.07672548,19.64106269
RHOT1,14.10338395,13.19482407,14.03641759,13.74468046,13.4118251,13.30538354,14.9050788,14.0956719,14.48899076,14.90455128,14.97947938,13.41998031
LPP,0.956479069,1.318715328,1.343110874,1.245197386,1.780868976,1.257049162,1.591607425,1.486395428,1.347653136,1.354490132,1.551842051,1.945349813
EIF3H,45.64908549,40.19939273,40.46797281,46.2731311,41.96232819,45.67463008,42.72639082,51.19895669,47.00148752,47.55379036,50.84980806,42.08515949
TCAM1P,0.047831071,0,0,0.018412229,0.057636697,0.063859619,0.098946294,0.085174854,0.069816883,0.016673129,0.123772912,0.132312664
LINC00539,0.06082445,0.226017832,0.131542311,0.17560453,0.164911022,0.243621528,0.503300784,0.162469086,0.166467636,0.477054186,0.236094,0.378575074
AC116366.3,0,0.006698346,0,0,0,0,0.006525752,0.011234982,0.041441357,0.01979341,0,0
AC107398.3,0.888427987,0.668837504,0.733611469,0.998000684,0.912409496,0.250708305,0.918928369,0.82698699,1.308587815,1.326042531,0.734483615,1.013765459
U62317.3,0,0.133981872,0,0,0,0.379095219,0.261059196,0,1.519686019,0.527883173,0,0.654548979
ABCA11P,0.749764903,0.774501659,0.438238631,0.702040477,0.604348656,0.527562856,0.46111101,0.577357288,0.288388771,0.360247155,0.516880243,0.483474744
KDM3B,23.98941224,23.54661134,23.31411902,22.2088534,20.64720457,23.14666549,21.99967256,21.20141303,21.23989023,21.93808468,19.5479155,22.24055643
KLHL8,5.804314181,5.501236629,5.0709704,4.776433673,5.398526244,5.203890346,5.860448804,5.859344273,6.371056415,5.539256012,5.575969924,5.406998234
EXO1,3.209187614,2.406754552,2.510345202,2.129014055,2.752214925,2.967320514,2.189366009,2.541234965,1.973389381,1.756550385,2.968397314,1.884089196
COPS2,12.45907061,12.83599854,13.49675782,14.82277606,14.40319182,15.32507145,14.46747654,16.64315507,15.74101117,14.1233702,14.72736138,14.68142029
NDRG1,9.916735265,7.882602401,8.358276513,13.47270206,9.30039072,9.733982741,11.25730412,11.63270167,9.539397104,11.39965405,11.29784005,11.90504851
RBFOX1,2.994118268,2.413765299,3.002049368,2.844855853,2.337412649,3.037256506,3.888469111,3.67055566,2.739641813,3.56338093,2.038162341,3.934563047
AL603839.1,0.130871126,0.555776654,0.566058232,0.151133714,0.47310122,1.179407347,0,0,0.429810187,0,0.290276948,0.135758307
AC018647.2,2.813355293,2.372372344,2.954823971,2.160780297,1.897811752,2.170109519,2.01885778,1.905665673,2.122034295,2.069302039,1.776494923,2.276084983
LRRC37A16P,0.311209137,0.173070161,0.096148292,0.37650716,0.254470171,0.178070415,0.16861071,0.10555877,0.12978803,0.154974877,0.098610465,0.169101828
CPSF3,11.83527768,11.86462976,12.06789893,11.4503938,11.1435484,12.36171606,10.14702254,11.84667187,10.50976568,11.32574819,11.51188008,9.989851903
ABCF1,19.32459888,19.6142588,18.85525828,19.37184696,19.317341,20.03871232,18.03576774,18.27449743,19.63651936,18.84926907,17.633025,17.55667363
ITIH3,0,0,0.061949964,0.033080441,0.043147215,0,0.009876247,0,0,0,0,0
AL121917.2,0.14496494,0.461722143,0.156754587,0.334819304,0,0.290315655,0,0,0,0,0,0
TIRAP,1.275255484,1.103195764,0.715020925,0.981800968,0.711430406,1.119303882,0.977063657,0.686877914,0.482593894,0.592710931,0.71587097,0.963577756
AC005165.1,0.133340393,0.121342073,0.226575869,0.021997899,0.137722188,0.095369866,0,0,0.062559973,0,0.147876936,0.039519938
BEND3,2.174156143,2.167845886,2.395670341,1.517922581,1.681000095,2.069438246,1.769965315,1.457375498,1.764741929,1.538803764,1.89777203,1.843724452
KLHDC7A,0.010988596,0.058332244,0,0.050759778,0.059585926,0.022006434,0,0,0.036089019,0,0,0
HM13,6.603317354,7.121759589,5.459934191,6.084848933,6.653453866,5.915265429,5.390407293,5.320350079,5.321451883,6.434849469,5.884092394,6.05201862
TRIM39,2.729155372,3.366223196,2.242265689,2.858165265,3.397462336,2.572034575,3.611586564,3.10892247,3.163468069,3.049880634,3.100866671,4.052317995
AP3B2,3.985103381,4.145259073,4.12126191,4.207849328,3.876438062,4.0276994,4.866684559,4.504363845,4.627679643,4.141460258,3.861945485,4.558903455
GOLGA8N,0.342103528,0.442164852,0.201046728,0.343539934,0.235243701,0.24574865,0.34615584,0.225138583,0.105841183,0.139991118,0.230938567,0.185154186
HAT1,4.771033147,4.888542689,4.492785012,4.471243068,4.725716813,5.085868502,3.935803792,4.166442747,4.120100951,4.240480088,4.866392573,4.690079611
SEC1P,0.3004968,0.227881088,0.185677415,0.223085755,0.193982277,0.193433551,0.111004669,0,0.234975957,0.112230287,0.095216129,0.133593596
AC005479.1,0.191973944,0.305724339,0.20758672,0.110848496,0.433743054,0.192229381,1.191387297,0.170928144,0.7355665,0.401513857,0.745159161,0.298714373
NDUFA5,12.89586089,12.51538388,13.54126674,13.29522559,12.39120821,12.55097259,12.95867001,13.48521728,13.96056298,14.60817948,13.75437141,13.06190328
AC026979.2,0.701443256,2.085196775,1.668677865,1.94411209,2.155369331,1.826179118,2.031468084,2.498180572,2.150117462,2.347311778,3.267236321,3.929242903
PPP5D1,0.158614979,0.136824552,0.150075407,0.251863022,0.161267539,0.148899402,0.276851835,0.229492688,0.217053014,0.29027558,0.175906914,0.257090954
BTC,0.060230461,0.127891787,0.151967338,0.046370571,0.018144507,0.020103534,0,0,0,0,0.089062245,0
KLF11,7.41661986,6.958532014,7.473596896,8.351512679,6.457847121,7.574524589,8.142725875,7.94180804,7.876512856,8.181096378,8.061210348,7.94918284
FREM2,0.310160455,0.458790664,0.553950594,0.132809112,0.377944388,0.212864742,0.169415719,0.170659472,0.167865213,0.287906695,0.313054644,0.307282563
AC002454.1,0.254286326,0.989899047,0.366622423,0.097885704,0.229812287,0.509249349,0.263016161,0,0.278377812,0,0.09400273,0.175854838
AL035681.1,0.655821387,0.960382057,0.758065184,0.783477172,0.286131618,0.656694011,0.304081751,0.26175936,0.569412536,0.189193329,0.326039068,0.86798431
RNF40,23.63553001,21.45878965,21.94011508,22.64072467,21.62702846,22.61684904,19.98249459,21.15244304,21.19702866,22.04306765,21.79066286,20.94877836
RYBP,20.69472463,18.27754141,21.14068623,24.31512084,20.72832507,22.91924398,22.83976691,25.34708023,27.06463815,23.4524995,21.6386076,20.84976639
ICA1,2.173140335,1.902208379,1.937398242,2.376114917,1.702816169,1.770919558,2.761857907,1.893734265,2.632115053,2.248387296,1.999830719,2.41017487
AC061975.3,0.231706256,2.705994527,0,0.267581002,0,0.46402912,0,0,0.253658471,0,0.256966479,0
LRRC26,0.233814419,0.297885254,0.101131992,0.270015568,0.169048575,0.234125528,0.532051165,0.416363429,0.255966365,0.293413972,0.207443576,0.873165089
AC134684.6,1.037363788,0.550677785,1.402162593,2.395954656,0,0,0,0.46181962,0.283911316,0.271206034,0,0
DDX11-AS1,0.766668511,0.558145326,0.829019805,0.27825936,0.574100357,0.921226351,0.407822812,0.585102734,0.167860778,0.25197678,0.412978285,0.658961669
POLE2,1.970640144,2.600019107,2.296414919,2.098994117,3.112381632,2.969472306,2.19660773,2.061231459,1.926945976,1.620628138,2.567403831,2.044230665
TRIP6,6.698808133,8.954311653,6.152701467,7.829179453,8.151118669,8.202815983,6.573996021,6.916581133,5.875606498,6.667680681,8.055651498,6.132670747
SEMA4B,8.691068171,8.147688915,8.07154116,7.678956015,6.607480474,7.89458849,7.278357206,6.30845864,6.784694293,7.94944138,7.159557045,7.316299223
ZNF274,6.079028983,6.569276044,6.125900799,6.346418953,5.346787534,5.013719653,5.614041507,5.086389181,5.459151591,5.356750405,5.161655716,5.581127768
ZNF436-AS1,3.577439867,4.137239089,3.845358294,3.860825991,3.791224694,3.3050059,5.462282652,3.82988489,3.543384322,4.475972126,3.825751779,5.434013851
TACSTD2,0,0,0,0,0,0,0.049746712,0,0,0.176035903,0,0.099783222
SDK1,5.076176552,5.244998179,4.455068817,5.53192996,4.680807464,5.040690397,4.72200722,4.444563964,3.330155932,4.945699025,3.773840981,5.217116769
LINC00645,0.649842833,0.509233781,0.435000415,0.089340126,0.349582182,0.278874644,0.336076206,0.316853253,0.220198322,0.210344253,0.120114599,0.176552675
SNX5,9.582669192,10.12851063,10.76941267,10.42600286,11.36513697,10.72010541,10.19841059,10.48161557,9.237595331,9.203340786,10.24893337,9.055606525
MIR3936HG,2.587474896,2.570489734,2.618042453,2.774654909,2.923051018,3.127607846,2.771887113,2.353181566,2.630286598,2.299976114,1.844715225,2.281485137
PARP9,2.764194973,2.827260336,2.995840076,2.746582166,8.351946223,6.48581673,5.894832303,6.206405131,5.837493649,5.93345884,7.765574139,7.434293777
ZNF830,9.439502416,9.193327799,10.83323555,9.999857054,10.10068999,10.33425494,10.88312316,10.80279571,12.01478308,11.16122713,12.00397282,9.426437868
GRM8,0.236407126,0.725083248,0.785836455,0.111226174,0.490612633,0.412071082,0.17207185,0.343021046,0.24921935,0.183128126,0.223338374,0.508636357
SYT3,8.428238643,7.126845743,7.581297059,8.251661512,8.061944382,6.841184993,9.04160271,8.128512713,10.61483734,10.29581113,6.584308361,8.402543684
AC107294.1,0.48425119,0.642653946,0.785451251,0.279613552,0,0.121223882,0.626094859,1.616863122,0.397597432,0.886210723,0.671304291,1.130253312
ABCB7,7.60111604,7.748747333,9.083107814,7.911369435,8.597862639,7.465792431,8.099933016,8.987834369,9.368040148,8.189365503,9.570749785,8.801532765
LSG1,9.387517886,9.767272897,9.415035798,8.469510737,7.964361514,8.413007827,7.415858399,7.282237849,9.08221576,8.197199562,8.211620369,8.362576444
SELENOK,21.51775197,19.79540384,19.00386907,21.29079614,23.10482135,23.50752233,21.50018422,24.1577523,23.21332358,24.44111283,23.40021027,22.61927779
AC139100.1,0.278628849,0.295816606,0.356068888,0.117006746,0.412055902,0.101454395,0.078598468,0.045106038,0.110918758,0.18542133,0.280913176,0.078827404
MIR29B2CHG,0.247830472,0.248500685,0.294040112,0.341852039,0.31730186,0.358453667,0.356025935,0.392286596,0.373051691,0.359956867,0.259579167,0.485605603
DCTD,10.35792479,10.96223749,10.37131043,9.004185623,11.77866431,11.53137801,9.262555007,10.32618543,9.285685751,9.46717197,10.65498975,9.238771877
AC098850.3,0,0.006819345,0.020836499,0.06675845,0,0,0.112941765,0.051470694,0.042189957,0.006716987,0.049863525,0.033314922
LRCH1,7.110563025,6.785236584,6.400401139,7.791525185,6.538081459,6.941829916,7.978900789,8.087752763,7.572470816,7.128409535,7.079150428,7.247676533
AL109918.1,6.613906813,7.16327889,7.023803426,5.587477872,6.097694032,6.237493765,4.790207362,5.967879444,5.620715894,5.864324768,6.055020645,6.339035345
CD34,0,0.084641547,0.013262673,0.014164175,0.011084702,0.030703738,0,0,0.013427198,0,0.020403456,0
PROSER2,4.229034522,4.03108767,3.705108427,3.653945317,3.529079373,4.18829669,2.921468346,3.449337421,3.717277294,3.63162871,3.919808618,2.817902151
LY6G6C,0.97388051,1.523724933,0.997658389,1.065472129,1.436031628,1.026501408,1.855579415,1.597318086,1.571164709,1.447251782,1.136896116,2.18001009
COTL1,17.73344402,18.13498728,17.83761495,20.86530328,24.06645338,23.19047632,23.80773386,24.65551275,24.31039979,21.29019506,24.3214478,18.50842264
LMNB1,58.31038131,55.67863222,60.78091165,52.40433606,55.8064105,60.17996598,51.95832501,56.37949339,43.78314177,51.62066822,60.30090117,50.86665329
PLEKHG4,0.609493694,0.638900454,0.317017329,0.712770353,0.453216507,0.625755427,0.654357984,0.302249849,0.261827603,0.435676505,0.453478508,0.352141634
LINC00354,0.095824282,0,0,0.110660618,0.086601579,0,0.198227999,0.255957654,0,0.100208331,0.318812648,0.596416154
C20orf203,0.311863109,0.248325739,0.240875843,0.218661543,0.261715569,0.144986246,0.322569597,0.495846518,0.34140951,0.337778673,0.20998758,0.323509156
TUBB6,12.48275948,11.24080894,12.96337973,9.15039933,12.33625509,10.87678848,9.289319392,9.549245177,9.125297264,10.48329566,12.83846222,9.814959554
AC022306.3,0.102793321,0.109134325,0.666919517,0.237417325,0.371599504,0,0.850578325,0.366097008,0.562660609,0.322488629,0.569998371,1.066319791
LRTM2,4.534009815,3.775174969,4.71693135,6.014535226,3.106074881,4.328262269,3.418123676,3.530863119,4.283429838,4.188506749,3.151849772,3.647476863
FBXO33,4.651444457,4.689122101,3.950801446,5.015772191,5.145298088,4.863333489,4.811131942,5.565567665,5.509780629,5.370625588,4.930715211,5.327447697
EGF,0.461370381,0.352678249,0.498892517,0.436899027,0.450322559,0.498943014,0.773079492,0.706560652,0.535386216,0.35703409,0.440034649,0.727471312
CDC42EP4,21.48764315,20.57139518,20.74438927,19.92465747,18.97053689,23.46094903,18.87342758,19.01134375,18.8508722,21.20726105,19.77292133,18.69413846
ZMPSTE24,7.67640491,7.897878762,9.190681192,8.55420205,7.538361997,8.209626059,8.120022644,6.313431037,7.693265432,6.984846109,6.564874857,8.225767593
SRR,9.26109636,8.802815814,8.336493961,7.689932224,7.800083927,8.140540593,7.924019773,7.698974018,7.236735501,7.419942785,7.062243969,8.232122915
MIR222HG,1.948828489,1.78886245,1.887809285,1.54726192,1.375985596,1.300947709,0.713905506,1.409834975,1.155626097,1.146368916,1.958665857,1.158210904
NFATC4,7.485015606,9.405187567,7.970572236,9.177866604,9.62912665,9.870284933,6.937979982,8.698980394,6.308841244,7.2107953,10.27780635,7.396116413
TDP2,12.47394614,11.37376544,12.87350863,11.67250492,11.32311435,12.52728064,12.29502413,13.19707253,13.87664921,12.73770793,13.67108358,12.3688944
GLIDR,1.709983409,1.361600271,1.415680606,1.157072856,1.521257421,1.150423802,1.119248121,1.046732937,1.155368783,0.949990134,1.31859264,1.302663828
ACTN4,23.36365082,24.36193826,23.08826954,20.97452417,24.59226382,24.08172641,21.97931774,20.83535035,22.0349262,22.39651272,22.71300495,22.37033304
EIF2A,21.54155843,21.50456072,20.55568325,26.37826597,24.25494099,22.33764969,22.71992303,27.91700159,26.47406015,24.57372204,26.78895758,21.93428328
FREM3,0,0,0.07120022,0.019009977,0.029753927,0,0,0,0,0,0.00912794,0
DNAJC12,3.758426229,3.480875562,5.10172992,4.586598251,4.408473606,5.471649362,5.486551018,5.268793566,6.244710385,4.98962841,4.463777909,5.087768169
AC004906.1,0.058345022,0,0,0,0,0.058422655,0,0.155846249,0.127745443,0.061014361,0.194117092,0.181571481
TMEM130,8.13550827,7.298635891,8.220287204,7.434884169,6.958027383,6.677322318,7.925719113,7.945317855,7.791335084,9.445972973,7.610572289,8.627974634
CAMK1G,2.19722644,2.018740311,2.558684743,2.025056219,2.138502377,2.432858205,2.097838918,3.818640778,2.844842315,2.673345577,2.530486042,2.279278477
P3H1,6.200111475,6.422892122,4.88821318,5.915256512,5.233341373,5.187579464,5.46225661,5.148408257,4.775047613,4.246783459,5.282130929,5.365482898
KCNC4,1.101738173,1.128953231,1.17425098,1.035062553,1.103839873,1.030862871,1.307693695,1.194032948,1.191289253,1.225333164,1.161756923,1.096041507
TIGIT,0.686863924,0.719379927,0.311141514,0.568109918,1.224734861,0.845780872,0.825651674,0.652886019,1.331134357,0.844474411,1.502901632,0.97248505
AC110994.2,0.114911233,0,0,0.132702773,0,0,0.356568658,0.920823266,0.251596207,0,0.12743866,0
MIR3115,0,0,0,0,0.751396056,0,2.579879111,3.701348422,0.910186279,0,0.922056189,0.862464537
RPL10P19,0.196034419,0.124876308,0.296768393,0.271663375,0.106300135,0.078518104,0.121658654,0.314178257,0.343371245,0.369005713,0.608736124,0.366039041
ST13,75.51355494,74.70056364,75.61074717,81.30126433,79.82736027,83.09489296,76.89329586,89.35146128,84.35431724,89.13346204,83.98782365,77.40010897
AC097461.1,1.12230921,0.893655761,1.083557055,0.833190896,0.706381545,0.561901267,0.663336517,0.785142466,0.636259249,0.523953522,0.68900902,0.561320415
AL133355.1,1.183758929,1.181374495,1.305631801,1.640446341,1.561947245,1.280160739,1.49376585,0.801028838,1.010809887,1.015091931,1.023992049,1.006930959
GCFC2,3.217346301,4.162680693,3.64680297,2.556634872,3.590201977,4.060700576,2.675080505,2.772523312,3.363608798,2.596431783,3.361582342,3.455539524
GAL3ST1,1.330486967,1.293189297,1.256322811,1.55812497,1.69356751,1.313493101,1.899493359,1.36816167,1.353966198,2.214414796,1.558663096,2.118855534
PRDM16,6.101084069,7.460733962,7.066715709,6.651307008,5.571424425,6.283088266,6.436270537,6.463015923,4.467526385,6.047280893,6.175614583,4.911818102
AL449212.1,0,0.232200691,0.472992565,0,0.494148276,0.438000408,0.22621764,0,0,0,0,0
HCK,0.109708266,0.058237916,0,0,0.247873214,0.109854242,0.056737316,0,0,0.038242507,0.020278079,0.018967525
AC107021.2,0.134931567,0.171906096,0,0.062329131,0.243889889,0.108088883,0.279127732,0.168194926,0.236344313,0.169325772,0.32921147,0.307934832
RPL23AP24,0.881085607,0.623624713,1.111532528,1.526254232,3.317852714,0.882257964,1.670778853,2.353480763,2.411402608,2.30349021,2.442850162,3.351290772
XKR8,0.556500479,1.050363169,0.401172877,0.523651045,0.800977786,0.495325288,0.255824688,0.422085959,0.315894035,0.280203391,0.754317932,0.491758854
TTF1,8.106764076,8.588175475,8.195607645,8.366837611,8.597934089,8.663416458,9.094441656,9.237828844,9.587106731,9.158075232,9.263581615,8.391256832
OSER1-DT,6.698494307,6.754745715,6.068682856,6.33185272,5.703185433,6.836893827,7.51697622,6.977363484,6.200591977,6.545171787,8.948922277,7.485213721
LAMP3,0.592623967,0.692099229,0.512656512,0.479065357,0.589144916,0.504400627,0.383105738,0.211062216,0.373042804,0.247894823,0.443630808,0.706967786
AC093525.7,0.717228631,0.645596047,0.826139041,0.594198076,0.366372925,0.515218212,0.370925807,0.555304341,0.358451739,0.603295055,0.259375982,0.436702948
PAXIP1-AS1,6.991859524,6.332306341,6.855928692,6.511612138,5.345037191,5.47044259,6.687558972,7.474886263,6.529456885,8.438643067,6.836948547,6.707038048
PHKG2,2.206038574,2.525974915,2.540138258,2.512816873,2.55848906,2.52561861,3.348677818,2.694901064,2.250192845,2.842372148,2.855685008,2.749227747
TDP1,4.675800246,4.511189205,5.527317285,4.581921797,4.398086308,5.136587002,5.25891529,5.18176891,4.910065436,5.715753183,5.074788774,5.52852649
TNRC6C,10.19190549,9.632128119,9.821321749,11.94031151,9.776602014,9.701052676,11.86807857,11.48027629,11.43602243,11.35526068,9.175583535,11.69679202
VIT,0.015238902,0.242684145,0,0,0.206583282,0.045777536,0,0,0,0.063744383,0,0.031615951
NKIRAS1,4.427837835,4.649128518,4.682326774,4.737408759,4.781414579,4.221823248,4.781900891,4.797578478,5.916603924,5.464571219,4.9105532,4.829602739
