,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
MBTPS1,,0.3393416927899687,0.3700228652527005,
MC4R,0.3684738955823293,,,
MCAM,0.3684738955823293,0.3393416927899687,0.3700228652527005,
MCHR1,0.3684738955823293,0.3393416927899687,,0.3705050505050505
MCTP1,0.3684738955823293,,0.3700228652527005,
MEGF10,,0.3393416927899687,,
MEGF11,0.3684738955823293,0.3393416927899687,,
MEGF8,,0.3393416927899687,,
MEGF9,0.3684738955823293,0.3393416927899687,,
MELTF,,,0.3700228652527005,
MERTK,0.3684738955823293,,,
MESP1,,0.3393416927899687,,
MET,0.3684738955823293,,0.3700228652527005,
METRN,,0.3393416927899687,,
METTL7A,,,,0.22902097902097904
MFAP3,,0.3393416927899687,0.3700228652527005,
MFSD1,0.3684738955823293,,,
MFSD4A,0.3684738955823293,0.3393416927899687,,
MFSD5,,0.3393416927899687,0.3700228652527005,
MGAT3,,0.3393416927899687,0.3700228652527005,
MGAT5,,0.3393416927899687,0.3700228652527005,0.22902097902097904
MGP,0.3684738955823293,,0.3700228652527005,
MIA3,0.3684738955823293,0.3393416927899687,,
MICALL2,0.3684738955823293,,0.3700228652527005,
MID1,,0.3393416927899687,,
MIEN1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
MLKL,,0.3393416927899687,0.3700228652527005,
MLPH,0.3684738955823293,0.3393416927899687,0.3700228652527005,
MLYCD,0.3684738955823293,0.3393416927899687,,
MMP14,,0.3393416927899687,,
MMP16,,,0.3700228652527005,
MMP17,0.3684738955823293,0.3393416927899687,0.3700228652527005,
MMP2,,0.3393416927899687,0.3700228652527005,
MMP25,,0.3393416927899687,0.3700228652527005,
MMP9,0.3684738955823293,,0.3700228652527005,
MOBP,0.3684738955823293,,0.3700228652527005,
MOXD1,,,,0.22902097902097904
MPDZ,0.3684738955823293,,0.3700228652527005,
MPP2,,,,0.22902097902097904
MPP3,,,0.3700228652527005,
MPP5,,,,0.22902097902097904
MPP7,0.3684738955823293,,,
MPZ,,0.3393416927899687,,
MPZL1,,0.3393416927899687,0.3700228652527005,
MR1,,0.3393416927899687,0.3700228652527005,
MRAP2,0.3684738955823293,0.3393416927899687,,
MRC1,,,0.3700228652527005,
MRPL44,,0.3393416927899687,,0.22902097902097904
MSMO1,0.3684738955823293,,,
MSN,,0.3393416927899687,0.3700228652527005,
MSX1,,,0.3700228652527005,0.3705050505050505
MT1G,,,,0.22902097902097904
MT2A,,,,0.49522952295229516
MT3,0.3684738955823293,0.3393416927899687,,
MTMR10,,,0.3700228652527005,
MTSS1,,0.3393416927899687,,
MVK,,,0.3700228652527005,
MVP,0.3684738955823293,,,0.22902097902097904
MX1,,,0.3700228652527005,0.22902097902097904
MX2,,,0.3700228652527005,0.3705050505050505
MXRA5,0.3684738955823293,0.3393416927899687,,
MXRA7,0.3684738955823293,,0.3700228652527005,0.22902097902097904
MXRA8,,0.3393416927899687,0.3700228652527005,
MYD88,0.3684738955823293,0.3393416927899687,0.3700228652527005,
MYH9,0.3684738955823293,0.3393416927899687,0.3700228652527005,
MYLK,0.3684738955823293,,0.3700228652527005,
MYO10,,0.3393416927899687,,
MYO15A,,,0.3700228652527005,
MYO16,0.3684738955823293,,0.3700228652527005,
MYO19,0.3684738955823293,,0.3700228652527005,
MYO1A,,,0.3700228652527005,
MYO1F,,0.3393416927899687,0.3700228652527005,0.22902097902097904
MYO1G,,0.3393416927899687,,0.3705050505050505
MYO5C,,,,0.49522952295229516
MYO7A,0.3684738955823293,,0.3700228652527005,
MYO9B,0.3684738955823293,,,
MYOF,0.3684738955823293,,0.3700228652527005,
MYOM2,0.3684738955823293,,0.3700228652527005,
MYPOP,0.3684738955823293,,,
NAA35,,,0.3700228652527005,
NACAD,0.3684738955823293,,,
NCAM1,,0.3393416927899687,0.3700228652527005,
NCAM2,0.3684738955823293,,0.3700228652527005,
NCAN,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NCEH1,0.3684738955823293,,0.3700228652527005,
NCK2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NCKAP1L,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NCKIPSD,,0.3393416927899687,0.3700228652527005,
NCR3LG1,,0.3393416927899687,0.3700228652527005,
NDN,0.3684738955823293,0.3393416927899687,,
NDNF,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NDP,0.3684738955823293,0.3393416927899687,,
NDST2,0.3684738955823293,,,
NEBL,,,0.3700228652527005,0.3705050505050505
NECTIN2,0.3684738955823293,,0.3700228652527005,
NECTIN3,0.3684738955823293,0.3393416927899687,,
NEDD9,0.3684738955823293,,0.3700228652527005,0.22902097902097904
NEFL,,0.3393416927899687,,0.22902097902097904
NEGR1,,0.3393416927899687,0.3700228652527005,
NELL1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NELL2,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NEO1,,0.3393416927899687,,
NET1,0.3684738955823293,0.3393416927899687,,
NETO2,0.3684738955823293,,,
NEURL1,,0.3393416927899687,,
NEUROD2,0.3684738955823293,,0.3700228652527005,0.22902097902097904
NF1,,0.3393416927899687,,
NFAM1,,0.3393416927899687,0.3700228652527005,
NFASC,,0.3393416927899687,0.3700228652527005,
NFKBIZ,,,,0.22902097902097904
NGB,,0.3393416927899687,,
NINJ1,,0.3393416927899687,,
NIPA1,,0.3393416927899687,,0.49522952295229516
NIPAL2,,,0.3700228652527005,
NLGN1,,0.3393416927899687,0.3700228652527005,
NLGN2,0.3684738955823293,,0.3700228652527005,
NLGN3,,0.3393416927899687,,0.22902097902097904
NLGN4X,0.3684738955823293,,0.3700228652527005,
NLGN4Y,0.3684738955823293,,0.3700228652527005,
NMRK2,,,0.3700228652527005,
NNMT,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NOD1,,,,0.22902097902097904
NOG,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NOS1,,,0.3700228652527005,
NOTCH1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NOTCH2,0.3684738955823293,,0.3700228652527005,0.22902097902097904
NOTCH3,0.3684738955823293,,,
NOV,0.3684738955823293,,,
NPAP1,,,0.3700228652527005,
NPHP3,,,,0.22902097902097904
NPNT,0.3684738955823293,,0.3700228652527005,
NPR2,,,0.3700228652527005,
NPTX1,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NPTX2,,0.3393416927899687,,0.22902097902097904
NRAS,,0.3393416927899687,,
NRCAM,0.3684738955823293,,0.3700228652527005,
NRG1,0.3684738955823293,,0.3700228652527005,
NRG2,0.3684738955823293,,0.3700228652527005,
NRG3,0.3684738955823293,,0.3700228652527005,
NRK,,,0.3700228652527005,
NRN1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NRP1,0.3684738955823293,,0.3700228652527005,
NRP2,0.3684738955823293,,0.3700228652527005,
NRXN1,,,0.3700228652527005,
NRXN2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
NRXN3,0.3684738955823293,,0.3700228652527005,
NSUN6,,,0.3700228652527005,
NT5E,,0.3393416927899687,,
NTM,,0.3393416927899687,0.3700228652527005,0.22902097902097904
NTN1,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NTN4,0.3684738955823293,,,
NTNG1,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
NTNG2,0.3684738955823293,,,
NTRK2,,0.3393416927899687,,
NTRK3,0.3684738955823293,0.3393416927899687,,
NUMB,,,0.3700228652527005,
NYAP2,,0.3393416927899687,,
OAS1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
OAS2,,,0.3700228652527005,0.22902097902097904
OAS3,,,0.3700228652527005,0.3705050505050505
OASL,,,0.3700228652527005,
OCIAD2,0.3684738955823293,,,
OCLN,,0.3393416927899687,0.3700228652527005,0.22902097902097904
OCRL,0.3684738955823293,0.3393416927899687,,
OGFR,0.3684738955823293,,,
OGN,,0.3393416927899687,0.3700228652527005,
OLFML2A,0.3684738955823293,0.3393416927899687,0.3700228652527005,
OLFML2B,0.3684738955823293,,,
OLFML3,,,0.3700228652527005,
OMG,,,0.3700228652527005,0.22902097902097904
ONECUT2,0.3684738955823293,,,
OPCML,0.3684738955823293,0.3393416927899687,,0.22902097902097904
OPHN1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
OPRL1,0.3684738955823293,,,
OR1F1,,,0.3700228652527005,
OSBPL5,,,,0.3705050505050505
OXTR,,,0.3700228652527005,
P2RY1,0.3684738955823293,,0.3700228652527005,0.22902097902097904
P2RY14,,0.3393416927899687,,
P4HA2,,,0.3700228652527005,
PACSIN1,0.3684738955823293,,,
PACSIN2,0.3684738955823293,,,
PADI2,,,0.3700228652527005,
PAG1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PAK1,,0.3393416927899687,,
PAK3,0.3684738955823293,,,
PALD1,0.3684738955823293,,0.3700228652527005,
PALLD,0.3684738955823293,0.3393416927899687,,
PAMR1,0.3684738955823293,,0.3700228652527005,
PANX2,,0.3393416927899687,,
PAPPA2,,0.3393416927899687,,0.22902097902097904
PAQR3,,,0.3700228652527005,
PARD3,0.3684738955823293,,0.3700228652527005,0.22902097902097904
PARP12,,0.3393416927899687,,0.22902097902097904
PARVA,,,0.3700228652527005,
PATJ,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PAX7,0.3684738955823293,0.3393416927899687,,
PCBP3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PCDH10,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
PCDH17,0.3684738955823293,0.3393416927899687,,0.22902097902097904
PCDH18,0.3684738955823293,0.3393416927899687,,
PCDH19,,,0.3700228652527005,
PCDH7,0.3684738955823293,0.3393416927899687,,
PCDH8,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PCDH9,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PCDHA5,0.3684738955823293,,0.3700228652527005,
PCDHB14,0.3684738955823293,,0.3700228652527005,
PCDHB16,0.3684738955823293,,0.3700228652527005,
PCDHB4,,,0.3700228652527005,
PCDHGA3,0.3684738955823293,,0.3700228652527005,
PCDHGB5,,0.3393416927899687,0.3700228652527005,
PCLO,,,0.3700228652527005,
PCSK5,0.3684738955823293,0.3393416927899687,,
PCSK6,,0.3393416927899687,,
PCSK9,0.3684738955823293,,,0.22902097902097904
PDE10A,,0.3393416927899687,0.3700228652527005,
PDE1A,,0.3393416927899687,,
PDE4D,,,0.3700228652527005,
PDE7B,0.3684738955823293,,0.3700228652527005,
PDE8A,0.3684738955823293,,,0.22902097902097904
PDGFB,,,0.3700228652527005,
PDGFC,,0.3393416927899687,0.3700228652527005,
PDGFD,,,,0.22902097902097904
PDGFRA,0.3684738955823293,,0.3700228652527005,
PDGFRB,,0.3393416927899687,0.3700228652527005,
PDIA3,,0.3393416927899687,,
PDLIM1,,0.3393416927899687,,0.3705050505050505
PDLIM2,,0.3393416927899687,0.3700228652527005,
PDLIM3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PDLIM4,,,0.3700228652527005,
PDPK1,0.3684738955823293,,,
PDPN,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
PDPR,0.3684738955823293,,,
PDZD11,0.3684738955823293,,,
PDZD2,,0.3393416927899687,,0.22902097902097904
PDZD4,,0.3393416927899687,,
PDZRN3,,0.3393416927899687,0.3700228652527005,
PDZRN4,0.3684738955823293,,0.3700228652527005,0.22902097902097904
PEA15,,0.3393416927899687,,
PEAK1,0.3684738955823293,,0.3700228652527005,
PEAR1,0.3684738955823293,,,
PECAM1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PEG10,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PELI1,,,0.3700228652527005,
PFN1,,0.3393416927899687,,0.22902097902097904
PGAP1,0.3684738955823293,,,
PHACTR3,,0.3393416927899687,,
PHYHIP,0.3684738955823293,,0.3700228652527005,
PIANP,,0.3393416927899687,0.3700228652527005,
PIGT,0.3684738955823293,0.3393416927899687,,
PIK3AP1,,0.3393416927899687,0.3700228652527005,
PIK3C2B,,0.3393416927899687,0.3700228652527005,
PIK3CD,0.3684738955823293,0.3393416927899687,,
PIK3CG,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PIK3R1,0.3684738955823293,,0.3700228652527005,
PIK3R5,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PIP5K1B,0.3684738955823293,,,
PIP5K1C,0.3684738955823293,,,
PIPOX,,,0.3700228652527005,
PITPNM3,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
PIWIL2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PKDCC,0.3684738955823293,,,0.3705050505050505
PKP4,,0.3393416927899687,,
PLA2G6,,,0.3700228652527005,
PLAC8,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PLAUR,0.3684738955823293,,,
PLCB1,,,0.3700228652527005,
PLCB4,,0.3393416927899687,,
PLCD3,,0.3393416927899687,,0.22902097902097904
PLCD4,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PLCE1,0.3684738955823293,0.3393416927899687,,
PLCG1,,0.3393416927899687,,
PLCG2,,0.3393416927899687,,0.22902097902097904
PLD6,0.3684738955823293,,0.3700228652527005,
PLEC,0.3684738955823293,,,
PLEK,,0.3393416927899687,0.3700228652527005,
PLEKHA2,,0.3393416927899687,0.3700228652527005,
PLEKHB1,0.3684738955823293,,0.3700228652527005,
PLEKHF2,0.3684738955823293,0.3393416927899687,,
PLEKHG1,0.3684738955823293,,,
PLEKHG2,,0.3393416927899687,,
PLOD2,,,,0.49522952295229516
PLP1,,0.3393416927899687,,
PLP2,,0.3393416927899687,,
PLPP2,0.3684738955823293,,,
PLPP3,0.3684738955823293,,,
PLPP6,0.3684738955823293,,,
PLPPR2,0.3684738955823293,0.3393416927899687,,
PLPPR4,0.3684738955823293,,0.3700228652527005,
PLS3,0.3684738955823293,,0.3700228652527005,
PLSCR1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PLXDC1,,0.3393416927899687,0.3700228652527005,
PLXNA1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PLXNA2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PLXNB1,,0.3393416927899687,,
PLXNB2,0.3684738955823293,,0.3700228652527005,
PLXNB3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PLXNC1,,0.3393416927899687,0.3700228652527005,
PM20D2,0.3684738955823293,,,0.22902097902097904
PMP22,,0.3393416927899687,0.3700228652527005,
PODXL,0.3684738955823293,0.3393416927899687,,
POMGNT2,,,,0.22902097902097904
POMT2,,0.3393416927899687,,
POMZP3,,,,0.22902097902097904
PON2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PORCN,,,0.3700228652527005,
POU4F2,0.3684738955823293,,0.3700228652527005,
PPFIA2,,0.3393416927899687,0.3700228652527005,
PPFIA3,,0.3393416927899687,0.3700228652527005,
PPFIBP1,,,0.3700228652527005,
PPHLN1,,,0.3700228652527005,
PPIL2,0.3684738955823293,,,
PPM1A,,0.3393416927899687,,
PPM1H,,,,0.49522952295229516
PPM1J,0.3684738955823293,,,
PPM1L,0.3684738955823293,0.3393416927899687,,
PPP1R12C,,0.3393416927899687,,
PPP1R16B,,0.3393416927899687,0.3700228652527005,
PPP1R3F,0.3684738955823293,,,
PRDM1,,0.3393416927899687,0.3700228652527005,
PRDM10,0.3684738955823293,,,
PRELP,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PREX2,,,0.3700228652527005,
PRF1,,,0.3700228652527005,0.22902097902097904
PRIMA1,0.3684738955823293,,0.3700228652527005,
PRKCA,0.3684738955823293,,0.3700228652527005,
PRKCB,0.3684738955823293,,0.3700228652527005,
PRKCD,0.3684738955823293,,0.3700228652527005,0.22902097902097904
PRKCH,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.3705050505050505
PRKCQ,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PRKCZ,0.3684738955823293,0.3393416927899687,,
PRKD1,,0.3393416927899687,0.3700228652527005,
PRNP,0.3684738955823293,,0.3700228652527005,
PROM1,,,,0.49522952295229516
PROS1,,0.3393416927899687,0.3700228652527005,
PROX1,,0.3393416927899687,0.3700228652527005,
PRPH2,0.3684738955823293,,0.3700228652527005,
PRSS53,0.3684738955823293,,0.3700228652527005,
PRTG,,,,0.3705050505050505
PSAP,0.3684738955823293,0.3393416927899687,,
PSD,0.3684738955823293,,0.3700228652527005,
PSD2,,0.3393416927899687,,
PSD3,0.3684738955823293,,,
PSEN2,,,0.3700228652527005,
PSMB9,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PSME2,,,,0.49522952295229516
PTCD2,,,0.3700228652527005,
PTCH1,,0.3393416927899687,,0.22902097902097904
PTGER3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTGES,0.3684738955823293,,0.3700228652527005,
PTGFRN,0.3684738955823293,0.3393416927899687,,
PTGIS,0.3684738955823293,,0.3700228652527005,
PTH1R,,,0.3700228652527005,
PTK2,,0.3393416927899687,0.3700228652527005,
PTK2B,,0.3393416927899687,,0.22902097902097904
PTK6,0.3684738955823293,,,
PTN,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTPA,,0.3393416927899687,,
PTPN1,,0.3393416927899687,0.3700228652527005,
PTPN11,0.3684738955823293,,0.3700228652527005,
PTPN18,0.3684738955823293,,0.3700228652527005,
PTPN2,,0.3393416927899687,,
PTPN21,0.3684738955823293,0.3393416927899687,,
PTPN3,,,0.3700228652527005,
PTPN5,,,0.3700228652527005,
PTPN6,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PTPN7,,,0.3700228652527005,0.49522952295229516
PTPRA,0.3684738955823293,0.3393416927899687,,
PTPRB,0.3684738955823293,,0.3700228652527005,
PTPRC,,0.3393416927899687,0.3700228652527005,0.22902097902097904
PTPRD,0.3684738955823293,,0.3700228652527005,
PTPRE,0.3684738955823293,,0.3700228652527005,
PTPRF,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTPRG,0.3684738955823293,,0.3700228652527005,
PTPRJ,,,0.3700228652527005,
PTPRK,0.3684738955823293,0.3393416927899687,,
PTPRM,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTPRN,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTPRN2,,0.3393416927899687,,
PTPRO,,0.3393416927899687,,
PTPRR,0.3684738955823293,,,
PTPRT,0.3684738955823293,0.3393416927899687,0.3700228652527005,
PTPRU,,0.3393416927899687,0.3700228652527005,
PVR,,0.3393416927899687,,
PXDN,,0.3393416927899687,,
RAB27A,,0.3393416927899687,,0.22902097902097904
RAB31,0.3684738955823293,,,0.22902097902097904
RAB3A,,0.3393416927899687,,
RABGAP1,,0.3393416927899687,,
RAC2,,0.3393416927899687,0.3700228652527005,0.22902097902097904
RAMP1,0.3684738955823293,,0.3700228652527005,
RAMP3,,0.3393416927899687,,
RANBP10,,,0.3700228652527005,
RANBP9,,,0.3700228652527005,
RAPGEF1,,0.3393416927899687,,
RAPGEF5,0.3684738955823293,,,
RAPH1,,0.3393416927899687,,
RARRES3,,,0.3700228652527005,0.22902097902097904
RASAL3,,0.3393416927899687,,
RASD1,,,0.3700228652527005,0.22902097902097904
RASD2,,,,0.49522952295229516
RASL12,0.3684738955823293,,,
RBP1,,0.3393416927899687,0.3700228652527005,
RCAN1,,0.3393416927899687,,0.22902097902097904
RCCD1,0.3684738955823293,,,
RDX,0.3684738955823293,,0.3700228652527005,
RECK,,0.3393416927899687,0.3700228652527005,
REEP1,0.3684738955823293,,0.3700228652527005,0.22902097902097904
REL,0.3684738955823293,0.3393416927899687,,
RELN,0.3684738955823293,0.3393416927899687,0.3700228652527005,
RET,,,,0.22902097902097904
RFTN1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
RGCC,0.3684738955823293,,,
RGMA,0.3684738955823293,0.3393416927899687,,0.22902097902097904
RGS1,,0.3393416927899687,,0.22902097902097904
RGS10,,,0.3700228652527005,
RGS12,0.3684738955823293,,,0.49522952295229516
RGS16,,0.3393416927899687,,0.3705050505050505
RGS19,,0.3393416927899687,0.3700228652527005,
RHBDF2,,,,0.49522952295229516
RHEB,0.3684738955823293,,,
RHOA,0.3684738955823293,,0.3700228652527005,
RHOG,,0.3393416927899687,0.3700228652527005,
RHOJ,0.3684738955823293,0.3393416927899687,,
RHOQ,0.3684738955823293,,0.3700228652527005,
RHOU,,0.3393416927899687,0.3700228652527005,0.22902097902097904
RIMBP2,,,,0.3705050505050505
RIMKLB,,0.3393416927899687,0.3700228652527005,
RIMS1,,0.3393416927899687,0.3700228652527005,
RIN3,,0.3393416927899687,,
RIPK2,0.3684738955823293,,0.3700228652527005,
RIPOR2,0.3684738955823293,,0.3700228652527005,
RNASET2,0.3684738955823293,,,
RND1,0.3684738955823293,,,
RNF128,0.3684738955823293,,,0.49522952295229516
RNF166,,0.3393416927899687,,
RNF180,,,,0.49522952295229516
RNF185,,,0.3700228652527005,
RNF31,,0.3393416927899687,,
ROBO1,0.3684738955823293,,0.3700228652527005,
ROBO2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
ROBO3,0.3684738955823293,,0.3700228652527005,
ROGDI,0.3684738955823293,,,
ROR1,0.3684738955823293,,0.3700228652527005,
RSAD2,,0.3393416927899687,0.3700228652527005,0.3705050505050505
RSPH1,,,,0.3705050505050505
RSPO3,,0.3393416927899687,,
RSU1,,,0.3700228652527005,
RTKN,,,0.3700228652527005,
RTN4R,,0.3393416927899687,0.3700228652527005,
RTN4RL1,0.3684738955823293,,0.3700228652527005,
RYK,0.3684738955823293,,,
RYR1,,0.3393416927899687,0.3700228652527005,
RYR2,0.3684738955823293,0.3393416927899687,,
RYR3,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
S100A10,,0.3393416927899687,,
S100A11,,0.3393416927899687,,
S100A13,0.3684738955823293,,,
S100A4,,,0.3700228652527005,0.3705050505050505
S1PR1,0.3684738955823293,0.3393416927899687,,
S1PR3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
S1PR4,,,0.3700228652527005,0.22902097902097904
S1PR5,,,0.3700228652527005,
SAMD9L,,,,0.3705050505050505
SAMHD1,,0.3393416927899687,,
SARM1,0.3684738955823293,,,
SASH1,0.3684738955823293,,,0.49522952295229516
SASH3,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SAYSD1,0.3684738955823293,,,
SBF2,,0.3393416927899687,,
SCAP,,,0.3700228652527005,
SCARB1,0.3684738955823293,0.3393416927899687,,
SCCPDH,0.3684738955823293,,0.3700228652527005,
SCD5,,0.3393416927899687,,
SCN4B,0.3684738955823293,0.3393416927899687,,
SCRG1,,0.3393416927899687,,
SCRIB,0.3684738955823293,,,
SCUBE2,0.3684738955823293,0.3393416927899687,,
SCUBE3,,,,0.22902097902097904
SDC1,,,0.3700228652527005,
SDC2,,0.3393416927899687,,
SDC3,0.3684738955823293,0.3393416927899687,,
SDC4,0.3684738955823293,,,0.22902097902097904
SDCBP,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SDK2,,0.3393416927899687,0.3700228652527005,
SEC14L1,0.3684738955823293,,,
SELENON,,0.3393416927899687,,
SELENOW,,,0.3700228652527005,
SELL,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SELPLG,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SEMA3A,,0.3393416927899687,0.3700228652527005,
SEMA3B,0.3684738955823293,,0.3700228652527005,
SEMA3C,0.3684738955823293,,0.3700228652527005,
SEMA3F,0.3684738955823293,,0.3700228652527005,
SEMA3G,,0.3393416927899687,,
SEMA4A,0.3684738955823293,,0.3700228652527005,
SEMA4B,,0.3393416927899687,,0.22902097902097904
SEMA4C,0.3684738955823293,,,
SEMA4D,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SEMA4F,0.3684738955823293,,0.3700228652527005,
SEMA4G,,0.3393416927899687,0.3700228652527005,
SEMA5A,,0.3393416927899687,0.3700228652527005,
SEMA5B,0.3684738955823293,,0.3700228652527005,
SEMA6B,0.3684738955823293,,0.3700228652527005,
SEMA6D,0.3684738955823293,,0.3700228652527005,0.22902097902097904
SEMA7A,,0.3393416927899687,,
SEPT4,0.3684738955823293,,,
SEPT6,0.3684738955823293,,,
SERINC3,0.3684738955823293,,,
SERPINB6,0.3684738955823293,,0.3700228652527005,
SERPINB9,,0.3393416927899687,,
SERPINF1,,0.3393416927899687,0.3700228652527005,
SERPING1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SERPINI1,,0.3393416927899687,,
SERTM1,,,0.3700228652527005,
SESTD1,0.3684738955823293,,,
SEZ6,,0.3393416927899687,,
SEZ6L,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SFRP2,0.3684738955823293,,,
SFRP4,0.3684738955823293,,0.3700228652527005,
SGCB,0.3684738955823293,,,
SGCD,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SGCE,,,0.3700228652527005,
SGK1,,0.3393416927899687,,0.22902097902097904
SGSM1,0.3684738955823293,0.3393416927899687,,0.22902097902097904
SGTA,,,0.3700228652527005,
SH2B1,0.3684738955823293,,0.3700228652527005,
SH2B3,0.3684738955823293,,0.3700228652527005,
SH2D2A,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SH2D3A,0.3684738955823293,,,
SH3BGRL3,,,,0.22902097902097904
SH3GL1,0.3684738955823293,,,
SH3GL2,,,0.3700228652527005,
SH3GL3,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SH3KBP1,0.3684738955823293,,0.3700228652527005,
SH3PXD2B,0.3684738955823293,0.3393416927899687,,
SH3RF1,,,0.3700228652527005,
SHANK2,,0.3393416927899687,,
SHANK3,,0.3393416927899687,,
SHC1,,0.3393416927899687,,
SHC2,0.3684738955823293,,0.3700228652527005,
SHC3,0.3684738955823293,,0.3700228652527005,
SHC4,,,0.3700228652527005,
SHD,0.3684738955823293,,0.3700228652527005,
SHH,,0.3393416927899687,0.3700228652527005,
SHISA6,,,,0.49522952295229516
SHROOM2,0.3684738955823293,,0.3700228652527005,
SHTN1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SIGIRR,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SIGLEC10,,,0.3700228652527005,
SIPA1L1,,,,0.22902097902097904
SIPA1L3,,,0.3700228652527005,
SIRPA,0.3684738955823293,0.3393416927899687,,
SKAP1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SKAP2,0.3684738955823293,,0.3700228652527005,
SLA,0.3684738955823293,0.3393416927899687,,
SLAMF1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SLAMF6,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SLAMF9,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SLC12A2,0.3684738955823293,0.3393416927899687,,
SLC12A4,,0.3393416927899687,,
SLC12A7,0.3684738955823293,,,
SLC13A3,0.3684738955823293,,,
SLC15A4,,,,0.22902097902097904
SLC16A2,0.3684738955823293,,0.3700228652527005,
SLC16A3,,0.3393416927899687,,
SLC19A2,0.3684738955823293,,,
SLC1A1,,,0.3700228652527005,0.22902097902097904
SLC1A2,0.3684738955823293,,0.3700228652527005,
SLC1A3,,,,0.3705050505050505
SLC1A4,0.3684738955823293,,0.3700228652527005,
SLC1A6,,,0.3700228652527005,
SLC22A18,0.3684738955823293,,0.3700228652527005,
SLC22A3,,,0.3700228652527005,
